,2025-07-31,2025-01-31
Ordinary Shares Number,7210800.0,7210800.0
Share Issued,7210800.0,7210800.0
Total Debt,302149.0,294141.0
Tangible Book Value,954291.0,1004390.0
Invested Capital,1104798.0,1124826.0
Working Capital,782509.0,838805.0
Net Tangible Assets,954291.0,1004390.0
Capital Lease Obligations,151642.0,173705.0
Common Stock Equity,954291.0,1004390.0
Total Capitalization,954291.0,1004390.0
Total Equity Gross Minority Interest,954291.0,1004390.0
Stockholders Equity,954291.0,1004390.0
Gains Losses Not Affecting Retained Earnings,12016.0,-22942.0
Other Equity Adjustments,12016.0,-22942.0
Retained Earnings,-49207.0,35850.0
Additional Paid In Capital,782865.0,782865.0
Capital Stock,208617.0,208617.0
Common Stock,208617.0,208617.0
Total Liabilities Net Minority Interest,1768211.0,1214438.0
Total Non Current Liabilities Net Minority Interest,87825.0,115201.0
Long Term Debt And Capital Lease Obligation,87825.0,115201.0
Long Term Capital Lease Obligation,87825.0,115201.0
Current Liabilities,1680386.0,1099237.0
Current Deferred Liabilities,573312.0,181847.0
Current Deferred Revenue,573312.0,181847.0
Current Debt And Capital Lease Obligation,214324.0,178940.0
Current Capital Lease Obligation,63817.0,58504.0
Current Debt,150507.0,120436.0
Other Current Borrowings,19597.0,51327.0
Current Notes Payable,130910.0,69109.0
Payables And Accrued Expenses,892750.0,738450.0
Current Accrued Expenses,31144.0,32383.0
Interest Payable,2882.0,2987.0
Payables,861606.0,706067.0
Other Payable,533726.0,449697.0
Dueto Related Parties Current,0.0,0.0
Total Tax Payable,38634.0,42082.0
Accounts Payable,289246.0,214288.0
Total Assets,2722502.0,2218828.0
Total Non Current Assets,259607.0,280786.0
Net PPE,259607.0,280786.0
Accumulated Depreciation,-30078.0,-15900.0
Gross PPE,289685.0,296686.0
Machinery Furniture Equipment,138043.0,122981.0
Buildings And Improvements,151642.0,173705.0
Properties,0.0,0.0
Current Assets,2462895.0,1938042.0
Current Deferred Assets,1056080.0,607585.0
Restricted Cash,608820.0,565635.0
Prepaid Assets,55731.0,56208.0
Receivables,167153.0,336651.0
Accounts Receivable,167153.0,336651.0
Allowance For Doubtful Accounts Receivable,-133718.0,-127929.0
Gross Accounts Receivable,300871.0,464580.0
Cash Cash Equivalents And Short Term Investments,575111.0,371963.0
Cash And Cash Equivalents,575111.0,371963.0
