,2025-12-31,2025-06-30,2024-12-31
Ordinary Shares Number,8623102.0,3247117.0,25976936.0
Share Issued,8623102.0,3247117.0,25976936.0
Total Debt,4832967.0,79342.0,131325.0
Tangible Book Value,-3765228.0,10916359.0,10669965.0
Invested Capital,972296.0,10916359.0,10669965.0
Working Capital,-8016152.0,9835095.0,10565346.0
Net Tangible Assets,-3765228.0,10916359.0,10669965.0
Capital Lease Obligations,95443.0,79342.0,131325.0
Common Stock Equity,-3765228.0,10916359.0,10669965.0
Total Capitalization,-3765228.0,10916359.0,10669965.0
Total Equity Gross Minority Interest,-3640071.0,11041492.0,10793488.0
Minority Interest,125157.0,125133.0,123523.0
Stockholders Equity,-3765228.0,10916359.0,10669965.0
Gains Losses Not Affecting Retained Earnings,-41439.0,-41439.0,-41439.0
Other Equity Adjustments,-41439.0,-41439.0,-41439.0
Retained Earnings,-15081537.0,-283531.0,133277.0
Additional Paid In Capital,11350850.0,11238731.0,10575529.0
Capital Stock,6898.0,2598.0,2598.0
Common Stock,6898.0,2598.0,2598.0
Total Liabilities Net Minority Interest,38165761.0,4533393.0,13860434.0
Total Non Current Liabilities Net Minority Interest,39177.0,0.0,29378.0
Long Term Debt And Capital Lease Obligation,39177.0,,29378.0
Long Term Capital Lease Obligation,39177.0,0.0,29378.0
Current Liabilities,38126584.0,4533393.0,13831056.0
Other Current Liabilities,22383800.0,,
Current Deferred Liabilities,25.0,488.0,1525.0
Current Deferred Revenue,25.0,488.0,1525.0
Current Debt And Capital Lease Obligation,4793790.0,79342.0,101947.0
Current Capital Lease Obligation,56266.0,79342.0,101947.0
Current Debt,4737524.0,,
Other Current Borrowings,2009569.0,,
Line Of Credit,2727955.0,,0.0
Pensionand Other Post Retirement Benefit Plans Current,58603.0,0.0,1654792.0
Payables And Accrued Expenses,10890366.0,4453563.0,12072792.0
Current Accrued Expenses,438765.0,283548.0,364781.0
Payables,10451601.0,4170015.0,11708011.0
Other Payable,5051.0,,
Dueto Related Parties Current,66554.0,45000.0,107287.0
Dividends Payable,54821.0,54821.0,54821.0
Total Tax Payable,0.0,17465.0,17465.0
Accounts Payable,10325175.0,4052729.0,11528438.0
Total Assets,34525690.0,15574885.0,24653922.0
Total Non Current Assets,4415258.0,1206397.0,257520.0
Net PPE,4415258.0,1206397.0,257520.0
Accumulated Depreciation,-964311.0,-926211.0,-912232.0
Gross PPE,5379569.0,2132608.0,1169752.0
Leases,116729.0,116729.0,116729.0
Construction In Progress,,1014208.0,
Other Properties,94573.0,78782.0,130134.0
Machinery Furniture Equipment,568481.0,568481.0,568481.0
Buildings And Improvements,4245378.0,,0.0
Current Assets,30110432.0,14368488.0,24396402.0
Other Current Assets,256464.0,68911.0,67822.0
Restricted Cash,2198786.0,1538462.0,2192015.0
Receivables,13734213.0,5775274.0,13972485.0
Other Receivables,465717.0,397729.0,1057671.0
Duefrom Related Parties Current,938938.0,,0.0
Loans Receivable,1996208.0,,0.0
Accounts Receivable,10333350.0,5377545.0,12914814.0
Allowance For Doubtful Accounts Receivable,-62453.0,-52273.0,-80056.0
Gross Accounts Receivable,10395803.0,5429818.0,12994870.0
Cash Cash Equivalents And Short Term Investments,13920969.0,6985841.0,8164080.0
Other Short Term Investments,4980098.0,,0.0
Cash And Cash Equivalents,8940871.0,6985841.0,8164080.0
