,2025-12-31,2024-12-31
Ordinary Shares Number,16353485.0,16353485.0
Share Issued,16353485.0,16353485.0
Total Debt,2918436.0,2601357.0
Tangible Book Value,18127474.0,15377043.0
Invested Capital,20360613.0,18665638.0
Working Capital,9052818.0,9167056.0
Net Tangible Assets,18127474.0,15377043.0
Capital Lease Obligations,927128.0,1359595.0
Common Stock Equity,18369305.0,17423876.0
Total Capitalization,19552219.0,18585050.0
Total Equity Gross Minority Interest,18034522.0,17260277.0
Minority Interest,-334783.0,-163599.0
Stockholders Equity,18369305.0,17423876.0
Gains Losses Not Affecting Retained Earnings,226741.0,-763426.0
Other Equity Adjustments,226741.0,-763426.0
Retained Earnings,15037127.0,15050543.0
Additional Paid In Capital,3103802.0,3135124.0
Capital Stock,1635.0,1635.0
Common Stock,1635.0,1635.0
Total Liabilities Net Minority Interest,11477721.0,12647626.0
Total Non Current Liabilities Net Minority Interest,1830905.0,2044255.0
Non Current Deferred Liabilities,57199.0,0.0
Non Current Deferred Revenue,57199.0,0.0
Long Term Debt And Capital Lease Obligation,1773706.0,2044255.0
Long Term Capital Lease Obligation,590792.0,883081.0
Long Term Debt,1182914.0,1161174.0
Current Liabilities,9646816.0,10603371.0
Other Current Liabilities,71944.0,40396.0
Current Deferred Liabilities,3153875.0,6115315.0
Current Deferred Revenue,3153875.0,6115315.0
Current Debt And Capital Lease Obligation,1144730.0,557102.0
Current Capital Lease Obligation,336336.0,476514.0
Current Debt,808394.0,80588.0
Other Current Borrowings,93404.0,80588.0
Line Of Credit,714990.0,0.0
Payables And Accrued Expenses,5276267.0,3890558.0
Current Accrued Expenses,1670721.0,1311887.0
Payables,3605546.0,2578671.0
Other Payable,168601.0,97722.0
Dueto Related Parties Current,791887.0,338453.0
Total Tax Payable,557204.0,703264.0
Income Tax Payable,475584.0,509009.0
Accounts Payable,2087854.0,1439232.0
Total Assets,29512243.0,29907903.0
Total Non Current Assets,10812609.0,10137476.0
Non Current Prepaid Assets,29173.0,79088.0
Non Current Deferred Assets,,0.0
Investments And Advances,2273486.0,205499.0
Goodwill And Other Intangible Assets,241831.0,2046833.0
Other Intangible Assets,241831.0,2046833.0
Net PPE,8268119.0,7806056.0
Accumulated Depreciation,-2985971.0,-2609056.0
Gross PPE,11254090.0,10415112.0
Other Properties,3277270.0,3238776.0
Machinery Furniture Equipment,878795.0,847955.0
Buildings And Improvements,7098025.0,6328381.0
Properties,0.0,0.0
Current Assets,18699634.0,19770427.0
Restricted Cash,19129.0,503544.0
Prepaid Assets,3614240.0,4572855.0
Inventory,3350016.0,2206329.0
Inventories Adjustments Allowances,-327311.0,-316939.0
Finished Goods,884527.0,1081989.0
Work In Process,1780296.0,936381.0
Raw Materials,1012504.0,504898.0
Receivables,5091649.0,3518885.0
Receivables Adjustments Allowances,-868982.0,-813338.0
Other Receivables,478537.0,370262.0
Duefrom Related Parties Current,1196351.0,320447.0
Taxes Receivable,172260.0,385494.0
Notes Receivable,331955.0,322908.0
Accounts Receivable,3781528.0,2933112.0
Cash Cash Equivalents And Short Term Investments,6624600.0,8968814.0
Cash And Cash Equivalents,6624600.0,8968814.0
Cash Financial,6624600.0,8968814.0
