,2025-12-31,2024-12-31
Ordinary Shares Number,32465000.0,32100000.0
Share Issued,32465000.0,32100000.0
Total Debt,4299819.0,1655527.0
Tangible Book Value,10502766.0,4544862.0
Invested Capital,14717983.0,6055111.0
Working Capital,10145371.0,3654941.0
Net Tangible Assets,10502766.0,4544862.0
Capital Lease Obligations,84602.0,145278.0
Common Stock Equity,10502766.0,4544862.0
Total Capitalization,10502766.0,4544862.0
Total Equity Gross Minority Interest,10502766.0,4544862.0
Stockholders Equity,10502766.0,4544862.0
Gains Losses Not Affecting Retained Earnings,-648.0,145.0
Other Equity Adjustments,-648.0,145.0
Retained Earnings,-1205943.0,544717.0
Additional Paid In Capital,11706110.0,3997000.0
Capital Stock,3247.0,3000.0
Common Stock,3247.0,3000.0
Total Liabilities Net Minority Interest,28977574.0,12418039.0
Total Non Current Liabilities Net Minority Interest,8666.0,59407.0
Non Current Accrued Expenses,0.0,10153.0
Non Current Deferred Liabilities,2345.0,8243.0
Non Current Deferred Taxes Liabilities,2345.0,8243.0
Long Term Debt And Capital Lease Obligation,6321.0,41011.0
Long Term Capital Lease Obligation,6321.0,41011.0
Current Liabilities,28968908.0,12358632.0
Current Debt And Capital Lease Obligation,4293498.0,1614516.0
Current Capital Lease Obligation,78281.0,104267.0
Current Debt,4215217.0,1510249.0
Line Of Credit,1215217.0,1510249.0
Commercial Paper,3000000.0,0.0
Payables And Accrued Expenses,24675410.0,10744116.0
Current Accrued Expenses,1215216.0,291464.0
Payables,23460194.0,10452652.0
Dueto Related Parties Current,0.0,269467.0
Total Tax Payable,162212.0,91025.0
Income Tax Payable,162212.0,91025.0
Accounts Payable,23297982.0,10092160.0
Total Assets,39480340.0,16962901.0
Total Non Current Assets,366061.0,949328.0
Other Non Current Assets,1486.0,4457.0
Non Current Deferred Assets,0.0,482183.0
Net PPE,364575.0,462688.0
Accumulated Depreciation,-187549.0,-106766.0
Gross PPE,552124.0,569454.0
Leases,87687.0,87687.0
Machinery Furniture Equipment,100213.0,64054.0
Buildings And Improvements,79614.0,133103.0
Current Assets,39114279.0,16013573.0
Other Current Assets,316051.0,229928.0
Restricted Cash,,0.0
Receivables,26255689.0,11458689.0
Accounts Receivable,26255689.0,11458689.0
Allowance For Doubtful Accounts Receivable,-10423.0,-10423.0
Gross Accounts Receivable,26266112.0,11469112.0
Cash Cash Equivalents And Short Term Investments,12542539.0,4324956.0
Cash And Cash Equivalents,12542539.0,4324956.0
Cash Financial,12542539.0,4324956.0
