,2026-03-31,2025-12-31,2025-09-30
Ordinary Shares Number,8055000.0,8055000.0,6970000.0
Share Issued,8055000.0,8055000.0,6970000.0
Net Debt,87748.0,17205.0,449377.0
Total Debt,449377.0,449377.0,449377.0
Tangible Book Value,55910347.0,55529488.0,11186.0
Invested Capital,56359724.0,55978865.0,460563.0
Working Capital,-149751.0,-62156.0,
Net Tangible Assets,55910347.0,55529488.0,11186.0
Common Stock Equity,55910347.0,55529488.0,11186.0
Total Capitalization,55910347.0,55529488.0,11186.0
Total Equity Gross Minority Interest,55910347.0,55529488.0,11186.0
Stockholders Equity,55910347.0,55529488.0,11186.0
Retained Earnings,495905.0,115046.0,-13814.0
Additional Paid In Capital,3671127.0,4982829.0,24799.0
Capital Stock,51743315.0,50431613.0,201.0
Common Stock,51743315.0,50431613.0,201.0
Total Liabilities Net Minority Interest,2811380.0,2794328.0,449377.0
Total Non Current Liabilities Net Minority Interest,2300000.0,2300000.0,0.0
Non Current Deferred Liabilities,2300000.0,2300000.0,
Current Liabilities,511380.0,494328.0,449377.0
Current Debt And Capital Lease Obligation,449377.0,449377.0,449377.0
Current Debt,449377.0,449377.0,449377.0
Other Current Borrowings,449377.0,449377.0,449377.0
Payables And Accrued Expenses,62003.0,44951.0,
Current Accrued Expenses,62003.0,44951.0,
Total Assets,58721727.0,58323816.0,460563.0
Total Non Current Assets,58360098.0,57891644.0,460563.0
Other Non Current Assets,58360098.0,57891644.0,
Non Current Deferred Assets,0.0,0.0,460563.0
Current Assets,361629.0,432172.0,
Cash Cash Equivalents And Short Term Investments,361629.0,432172.0,
Cash And Cash Equivalents,361629.0,432172.0,
Cash Financial,361629.0,432172.0,
