,2025-09-30,2025-03-31
Ordinary Shares Number,38454500.0,36020815.0
Share Issued,38454500.0,36020815.0
Total Debt,185795.0,
Tangible Book Value,-3415306.0,-5549555.0
Invested Capital,-3229511.0,-5549555.0
Working Capital,-3416484.0,-5551590.0
Net Tangible Assets,-3415306.0,-5549555.0
Common Stock Equity,-3415306.0,-5549555.0
Total Capitalization,-3415306.0,-5549555.0
Total Equity Gross Minority Interest,-3415306.0,-5549555.0
Stockholders Equity,-3415306.0,-5549555.0
Other Equity Interest,2769852.0,2228563.0
Gains Losses Not Affecting Retained Earnings,-11801427.0,-11470420.0
Foreign Currency Translation Adjustments,-11801427.0,-11470420.0
Retained Earnings,-145608778.0,-143024972.0
Capital Stock,151225047.0,146717274.0
Common Stock,151225047.0,146717274.0
Total Liabilities Net Minority Interest,8059143.0,9226891.0
Total Non Current Liabilities Net Minority Interest,0.0,0.0
Current Liabilities,8059143.0,9226891.0
Current Debt And Capital Lease Obligation,185795.0,
Current Debt,185795.0,
Other Current Borrowings,185795.0,
Payables And Accrued Expenses,7873348.0,9226891.0
Current Accrued Expenses,529079.0,378581.0
Payables,7344269.0,8848310.0
Other Payable,,88999.0
Dueto Related Parties Current,233451.0,859325.0
Accounts Payable,7110818.0,7899986.0
Total Assets,4643837.0,3677336.0
Total Non Current Assets,1178.0,2035.0
Net PPE,1178.0,2035.0
Accumulated Depreciation,-9521.0,-8465.0
Gross PPE,10699.0,10500.0
Machinery Furniture Equipment,10699.0,10500.0
Current Assets,4642659.0,3675301.0
Prepaid Assets,398867.0,225360.0
Receivables,23414.0,1889039.0
Other Receivables,,4500.0
Taxes Receivable,23414.0,1884539.0
Cash Cash Equivalents And Short Term Investments,4220378.0,1560902.0
Cash And Cash Equivalents,4220378.0,1560902.0
Cash Financial,,1560902.0
