,2026-02-28,2025-08-31,2025-02-28
Ordinary Shares Number,,21812500.0,21250000.0
Share Issued,,21812500.0,21250000.0
Total Debt,408807.0,3418.366,26694.0
Tangible Book Value,11082060.0,15634409.6559,-1205518.0
Invested Capital,11082060.0,15634409.6559,-1202076.0
Working Capital,10206074.0,15601624.1847,-951761.0
Net Tangible Assets,11082060.0,15634409.6559,-1205518.0
Capital Lease Obligations,408807.0,3418.366,23252.0
Common Stock Equity,11082060.0,15634409.6559,-1205518.0
Total Capitalization,11082060.0,15634409.6559,-1205518.0
Total Equity Gross Minority Interest,11082060.0,15634409.6559,-1205518.0
Stockholders Equity,11082060.0,15634409.6559,-1205518.0
Gains Losses Not Affecting Retained Earnings,,966188.2989,
Other Equity Adjustments,,966188.2989,
Retained Earnings,-8408228.0,-4135855.3214,-2305518.0
Additional Paid In Capital,19461288.0,18776044.7921,1076450.0
Capital Stock,29000.0,28031.8863,23550.0
Common Stock,29000.0,28031.8863,23550.0
Total Liabilities Net Minority Interest,1998053.0,2674204.4281,2563331.0
Total Non Current Liabilities Net Minority Interest,255331.0,0.0,279039.0
Derivative Product Liabilities,0.0,0.0,276250.0
Long Term Debt And Capital Lease Obligation,255331.0,0.0,2789.0
Long Term Capital Lease Obligation,255331.0,0.0,2789.0
Current Liabilities,1742722.0,2674204.4281,2284292.0
Current Deferred Liabilities,0.0,928886.9863,544678.0
Current Deferred Revenue,0.0,928886.9863,544678.0
Current Debt And Capital Lease Obligation,153476.0,3418.366,23905.0
Current Capital Lease Obligation,153476.0,3418.366,20463.0
Current Debt,,,3442.0
Other Current Borrowings,,,3442.0
Payables And Accrued Expenses,1589246.0,1741899.0758,1715709.0
Current Accrued Expenses,409905.0,63950.4313,60715.0
Payables,1179341.0,1677948.6445,1654994.0
Other Payable,1167512.0,510324.7759,524313.0
Dueto Related Parties Current,11829.0,579493.9983,691981.0
Total Tax Payable,,16507.1095,
Accounts Payable,0.0,571622.7608,438700.0
Total Assets,13080113.0,18308614.084,1357813.0
Total Non Current Assets,1131317.0,32785.4712,25282.0
Non Current Prepaid Assets,461489.0,,0.0
Net PPE,669828.0,32785.4712,25282.0
Accumulated Depreciation,-27290.0,-55620.4131,-55553.0
Gross PPE,697118.0,88405.8843,80835.0
Leases,259352.0,27334.077,0.0
Other Properties,408807.0,3418.366,23252.0
Machinery Furniture Equipment,28959.0,57653.4413,57583.0
Properties,0.0,0.0,0.0
Current Assets,11948796.0,18275828.6128,1332531.0
Current Deferred Assets,3202775.0,542868.6483,935112.0
Prepaid Assets,6363633.0,8975156.3914,6548.0
Receivables,7095.0,399682.8063,122435.0
Other Receivables,1173.0,6556.5802,
Taxes Receivable,5922.0,0.0,8792.0
Accounts Receivable,0.0,393126.2261,113643.0
Allowance For Doubtful Accounts Receivable,-142260.0,-142437.9138,-142260.0
Gross Accounts Receivable,142260.0,535564.1399,255903.0
Cash Cash Equivalents And Short Term Investments,2375293.0,8358120.7668,268436.0
Cash And Cash Equivalents,2375293.0,8358120.7668,268436.0
