,2026-03-31,2025-06-30
Ordinary Shares Number,8437500.0,8437500.0
Share Issued,8437500.0,8437500.0
Tangible Book Value,-22813.0,7891.0
Invested Capital,-22813.0,7891.0
Working Capital,-242349.0,-54709.0
Net Tangible Assets,-22813.0,7891.0
Common Stock Equity,-22813.0,7891.0
Total Capitalization,-22813.0,7891.0
Total Equity Gross Minority Interest,-22813.0,7891.0
Stockholders Equity,-22813.0,7891.0
Retained Earnings,-134813.0,-17109.0
Additional Paid In Capital,111752.0,24770.0
Capital Stock,248.0,230.0
Common Stock,248.0,230.0
Preferred Stock,0.0,0.0
Total Liabilities Net Minority Interest,266320.0,74709.0
Total Non Current Liabilities Net Minority Interest,0.0,0.0
Current Liabilities,266320.0,74709.0
Payables And Accrued Expenses,266320.0,74709.0
Current Accrued Expenses,11800.0,10000.0
Payables,254520.0,64709.0
Dueto Related Parties Current,254520.0,64709.0
Total Assets,243507.0,82600.0
Total Non Current Assets,219536.0,62600.0
Non Current Deferred Assets,219536.0,62600.0
Current Assets,23971.0,20000.0
Prepaid Assets,22946.0,20000.0
Cash Cash Equivalents And Short Term Investments,1025.0,
Cash And Cash Equivalents,1025.0,
Cash Financial,1025.0,
