,2025-11-30,2025-05-31,2024-11-30
Ordinary Shares Number,41688435.0,41688435.0,41737633.0
Share Issued,41688435.0,41688435.0,41737633.0
Net Debt,94874115.0,94982679.0,94972951.0
Total Debt,95000000.0,95000000.0,95000000.0
Tangible Book Value,281355446.0,277463567.0,286552328.0
Invested Capital,376355446.0,372463567.0,381552328.0
Net Tangible Assets,281355446.0,277463567.0,286552328.0
Common Stock Equity,281355446.0,277463567.0,286552328.0
Total Capitalization,376355446.0,372463567.0,381552328.0
Total Equity Gross Minority Interest,281355446.0,277463567.0,286552328.0
Stockholders Equity,281355446.0,277463567.0,286552328.0
Retained Earnings,-48645164.0,-61142027.0,-52346310.0
Capital Stock,330000610.0,338605594.0,338898638.0
Common Stock,330000610.0,338605594.0,338898638.0
Total Liabilities Net Minority Interest,97705820.0,99381450.0,97058418.0
Derivative Product Liabilities,12171.0,,
Long Term Debt And Capital Lease Obligation,95000000.0,95000000.0,95000000.0
Payables,2410125.0,4133752.0,1753893.0
Other Payable,370414.0,1673495.0,1315756.0
Accounts Payable,2039711.0,2460257.0,438137.0
Total Assets,379061266.0,376845017.0,383610746.0
Investments And Advances,373064349.0,368962604.0,375594607.0
Investmentin Financial Assets,373064349.0,368962604.0,375594607.0
Financial Assets Designatedas Fair Value Through Profitor Loss Total,373064349.0,368362604.0,375572640.0
Receivables,5867579.0,7840296.0,7975643.0
Cash And Cash Equivalents,125885.0,17321.0,27049.0
Cash Financial,125885.0,17321.0,27049.0
Cash Cash Equivalents And Federal Funds Sold,125885.0,17321.0,37049.0
