,2025-12-31,2024-12-31
Ordinary Shares Number,5064050.0,5064024.0
Share Issued,5064050.0,5064024.0
Total Debt,3063509.0,4267945.0
Tangible Book Value,121229345.0,129538005.0
Invested Capital,121229345.0,129538005.0
Working Capital,119032848.0,127099288.0
Net Tangible Assets,121229345.0,129538005.0
Capital Lease Obligations,3063509.0,4267945.0
Common Stock Equity,121229345.0,129538005.0
Total Capitalization,121229345.0,129538005.0
Total Equity Gross Minority Interest,121229345.0,129538005.0
Stockholders Equity,121229345.0,129538005.0
Retained Earnings,-17449339.0,-9140679.0
Additional Paid In Capital,138662858.0,138662858.0
Capital Stock,15826.0,15826.0
Common Stock,15826.0,15826.0
Total Liabilities Net Minority Interest,4611572.0,6605179.0
Total Non Current Liabilities Net Minority Interest,1467966.0,3063509.0
Long Term Debt And Capital Lease Obligation,1467966.0,3063509.0
Long Term Capital Lease Obligation,1467966.0,3063509.0
Current Liabilities,3143606.0,3541670.0
Current Deferred Liabilities,859000.0,1644000.0
Current Deferred Revenue,859000.0,1644000.0
Current Debt And Capital Lease Obligation,1595543.0,1204436.0
Current Capital Lease Obligation,1595543.0,1204436.0
Payables And Accrued Expenses,689063.0,693234.0
Current Accrued Expenses,689063.0,693234.0
Total Assets,125840917.0,136143184.0
Total Non Current Assets,3664463.0,5502226.0
Investments And Advances,,0.0
Long Term Equity Investment,,0.0
Investments In Other Ventures Under Equity Method,,0.0
Net PPE,3664463.0,5502226.0
Accumulated Depreciation,-3131890.0,-2750897.0
Gross PPE,6796353.0,8253123.0
Leases,1758217.0,1758217.0
Other Properties,2731445.0,4188215.0
Machinery Furniture Equipment,2306691.0,2306691.0
Properties,0.0,0.0
Current Assets,122176454.0,130640958.0
Prepaid Assets,988173.0,885448.0
Receivables,458465.0,2243823.0
Accrued Interest Receivable,6538.0,449605.0
Accounts Receivable,451927.0,1794218.0
Cash Cash Equivalents And Short Term Investments,120729816.0,127511687.0
Cash And Cash Equivalents,120729816.0,127511687.0
Cash Financial,120729816.0,127511687.0
