,2025-12-31,2025-06-30,2024-12-31
Ordinary Shares Number,560759757.0,560759757.0,560759757.0
Share Issued,560759757.0,560759757.0,560759757.0
Total Debt,213405.0,305669.0,0.0
Tangible Book Value,2283903.0,4730476.0,5727053.0
Invested Capital,2283903.0,4730476.0,5727053.0
Working Capital,958290.0,3549823.0,5785980.0
Net Tangible Assets,2283903.0,4730476.0,5727053.0
Capital Lease Obligations,213405.0,305669.0,0.0
Common Stock Equity,2283903.0,4730476.0,5727053.0
Total Capitalization,2283903.0,4730476.0,5727053.0
Total Equity Gross Minority Interest,2283903.0,4730476.0,5727053.0
Stockholders Equity,2283903.0,4730476.0,5727053.0
Gains Losses Not Affecting Retained Earnings,469437.0,698281.0,228466.0
Other Equity Adjustments,469437.0,698281.0,228466.0
Retained Earnings,-5484378.0,-3266649.0,-1664560.0
Additional Paid In Capital,6931344.0,6931344.0,6795647.0
Capital Stock,367500.0,367500.0,367500.0
Common Stock,367500.0,367500.0,367500.0
Total Liabilities Net Minority Interest,533277.0,1061102.0,204899.0
Total Non Current Liabilities Net Minority Interest,64742.0,150745.0,135701.0
Non Current Deferred Liabilities,0.0,0.0,135701.0
Non Current Deferred Taxes Liabilities,0.0,0.0,135701.0
Long Term Debt And Capital Lease Obligation,64742.0,150745.0,0.0
Long Term Capital Lease Obligation,64742.0,150745.0,0.0
Current Liabilities,468535.0,910357.0,69198.0
Other Current Liabilities,6835.0,13456.0,3375.0
Current Debt And Capital Lease Obligation,148663.0,154924.0,
Current Capital Lease Obligation,148663.0,154924.0,0.0
Payables And Accrued Expenses,313037.0,741977.0,65823.0
Current Accrued Expenses,313037.0,212729.0,65823.0
Payables,,529248.0,6755.0
Other Payable,,34209.0,
Dueto Related Parties Current,,491429.0,
Total Tax Payable,,3610.0,6755.0
Total Assets,2817180.0,5791578.0,5931952.0
Total Non Current Assets,1390355.0,1331398.0,76774.0
Non Current Deferred Assets,929137.0,664373.0,50000.0
Goodwill And Other Intangible Assets,,,0.0
Net PPE,461218.0,667025.0,26774.0
Accumulated Depreciation,-101661.0,-17207.0,-9489.0
Gross PPE,562879.0,684232.0,36263.0
Leases,299175.0,331017.0,0.0
Construction In Progress,0.0,0.0,7796.0
Machinery Furniture Equipment,51380.0,49117.0,28467.0
Buildings And Improvements,212324.0,304098.0,0.0
Properties,0.0,0.0,0.0
Current Assets,1426825.0,4460180.0,5855178.0
Restricted Cash,0.0,172000.0,457500.0
Prepaid Assets,38510.0,72421.0,92599.0
Inventory,0.0,722755.0,1359771.0
Finished Goods,0.0,722755.0,1359771.0
Receivables,129699.0,119712.0,265282.0
Other Receivables,286.0,,134724.0
Taxes Receivable,129413.0,119712.0,130558.0
Accounts Receivable,,,0.0
Allowance For Doubtful Accounts Receivable,,,0.0
Gross Accounts Receivable,,,0.0
Cash Cash Equivalents And Short Term Investments,1258616.0,3373292.0,3680026.0
Cash And Cash Equivalents,1258616.0,3373292.0,3680026.0
