,2024-12-31,2024-09-30
Ordinary Shares Number,140177446.0,137456880.0
Share Issued,140177446.0,137456880.0
Net Debt,3333175.0,3214879.0
Total Debt,3371965.0,3489857.0
Tangible Book Value,-6077426.0,-5537851.0
Invested Capital,-2705461.0,-2047994.0
Working Capital,-4334575.0,-3411682.0
Net Tangible Assets,-6077426.0,-5537851.0
Common Stock Equity,-6077426.0,-5537851.0
Total Capitalization,-4334575.0,-3411682.0
Total Equity Gross Minority Interest,-6077426.0,-5537851.0
Stockholders Equity,-6077426.0,-5537851.0
Other Equity Interest,4387261.0,3636002.0
Retained Earnings,-32114657.0,-30598229.0
Capital Stock,21649970.0,21424376.0
Common Stock,21649970.0,21424376.0
Total Liabilities Net Minority Interest,6146441.0,5833223.0
Total Non Current Liabilities Net Minority Interest,1742851.0,2126169.0
Long Term Debt And Capital Lease Obligation,1742851.0,2126169.0
Long Term Debt,1742851.0,2126169.0
Current Liabilities,4403590.0,3707054.0
Current Deferred Liabilities,0.0,166.0
Current Deferred Revenue,0.0,166.0
Current Debt And Capital Lease Obligation,1629114.0,1363688.0
Current Debt,1629114.0,1363688.0
Other Current Borrowings,988377.0,777932.0
Line Of Credit,640737.0,585756.0
Payables And Accrued Expenses,2774476.0,2343200.0
Payables,2774476.0,2343200.0
Dueto Related Parties Current,91348.0,44232.0
Accounts Payable,2683128.0,2298968.0
Total Assets,69015.0,295372.0
Total Non Current Assets,0.0,0.0
Current Assets,69015.0,295372.0
Prepaid Assets,17963.0,20394.0
Receivables,12262.0,0.0
Taxes Receivable,11425.0,
Accounts Receivable,837.0,0.0
Cash Cash Equivalents And Short Term Investments,38790.0,274978.0
Cash And Cash Equivalents,38790.0,274978.0
