,2025-03-31
Ordinary Shares Number,17206342.0
Share Issued,17206342.0
Total Debt,62716.0
Tangible Book Value,3896235.0
Invested Capital,3905168.0
Working Capital,3386222.0
Net Tangible Assets,3896235.0
Capital Lease Obligations,62716.0
Common Stock Equity,3905168.0
Total Capitalization,3905168.0
Total Equity Gross Minority Interest,3905168.0
Stockholders Equity,3905168.0
Gains Losses Not Affecting Retained Earnings,-5756.0
Other Equity Adjustments,-5756.0
Retained Earnings,-3895665.0
Additional Paid In Capital,7804868.0
Capital Stock,1721.0
Common Stock,1721.0
Total Liabilities Net Minority Interest,554126.0
Total Non Current Liabilities Net Minority Interest,0.0
Current Liabilities,554126.0
Current Deferred Liabilities,0.0
Current Deferred Revenue,0.0
Current Debt And Capital Lease Obligation,62716.0
Current Capital Lease Obligation,62716.0
Payables And Accrued Expenses,491410.0
Current Accrued Expenses,194711.0
Payables,296699.0
Other Payable,55207.0
Dueto Related Parties Current,104534.0
Total Tax Payable,136958.0
Income Tax Payable,136958.0
Total Assets,4459294.0
Total Non Current Assets,518946.0
Non Current Prepaid Assets,434690.0
Goodwill And Other Intangible Assets,8933.0
Other Intangible Assets,8933.0
Net PPE,75323.0
Accumulated Depreciation,-303765.0
Gross PPE,379088.0
Other Properties,-431.0
Machinery Furniture Equipment,316803.0
Buildings And Improvements,62716.0
Properties,0.0
Current Assets,3940348.0
Current Deferred Assets,75129.0
Prepaid Assets,3393538.0
Receivables,303767.0
Accounts Receivable,303767.0
Allowance For Doubtful Accounts Receivable,-39386.0
Gross Accounts Receivable,343153.0
Cash Cash Equivalents And Short Term Investments,167914.0
Cash And Cash Equivalents,167914.0
