,2026-03-31,2025-03-31
Ordinary Shares Number,187966817.0,187410632.0
Share Issued,187966817.0,187410632.0
Net Debt,16000000.0,11800000.0
Total Debt,32100000.0,31200000.0
Tangible Book Value,57300000.0,66100000.0
Invested Capital,198400000.0,357300000.0
Working Capital,-3800000.0,4600000.0
Net Tangible Assets,57300000.0,66100000.0
Capital Lease Obligations,6000000.0,5600000.0
Common Stock Equity,172300000.0,331700000.0
Total Capitalization,193400000.0,352300000.0
Total Equity Gross Minority Interest,172300000.0,331700000.0
Stockholders Equity,172300000.0,331700000.0
Gains Losses Not Affecting Retained Earnings,9300000.0,9800000.0
Other Equity Adjustments,-20300000.0,-20700000.0
Foreign Currency Translation Adjustments,29600000.0,30500000.0
Retained Earnings,-193600000.0,-34200000.0
Capital Stock,356600000.0,356100000.0
Common Stock,356600000.0,356100000.0
Total Liabilities Net Minority Interest,136500000.0,128600000.0
Total Non Current Liabilities Net Minority Interest,44400000.0,48400000.0
Derivative Product Liabilities,100000.0,800000.0
Non Current Deferred Liabilities,18900000.0,22900000.0
Non Current Deferred Revenue,12000000.0,11900000.0
Non Current Deferred Taxes Liabilities,6900000.0,11000000.0
Long Term Debt And Capital Lease Obligation,25400000.0,24700000.0
Long Term Capital Lease Obligation,4300000.0,4100000.0
Long Term Debt,21100000.0,20600000.0
Current Liabilities,92100000.0,80200000.0
Other Current Liabilities,29500000.0,26100000.0
Current Deferred Liabilities,21300000.0,20300000.0
Current Deferred Revenue,21300000.0,20300000.0
Current Debt And Capital Lease Obligation,6700000.0,6500000.0
Current Capital Lease Obligation,1700000.0,1500000.0
Current Debt,5000000.0,5000000.0
Other Current Borrowings,5000000.0,5000000.0
Pensionand Other Post Retirement Benefit Plans Current,3800000.0,3700000.0
Current Provisions,500000.0,600000.0
Payables And Accrued Expenses,30300000.0,23000000.0
Payables,30300000.0,23000000.0
Other Payable,24300000.0,18400000.0
Accounts Payable,6000000.0,4600000.0
Total Assets,308800000.0,460300000.0
Total Non Current Assets,220500000.0,375500000.0
Other Non Current Assets,7900000.0,9300000.0
Non Current Deferred Assets,16500000.0,18000000.0
Non Current Deferred Taxes Assets,16500000.0,18000000.0
Financial Assets,100000.0,300000.0
Goodwill And Other Intangible Assets,115000000.0,265600000.0
Other Intangible Assets,93600000.0,138600000.0
Goodwill,21400000.0,127000000.0
Net PPE,81000000.0,82300000.0
Accumulated Depreciation,-97500000.0,-81300000.0
Gross PPE,178500000.0,163600000.0
Leases,3100000.0,3000000.0
Other Properties,173100000.0,157400000.0
Machinery Furniture Equipment,2300000.0,3200000.0
Current Assets,88300000.0,84800000.0
Other Current Assets,40300000.0,35500000.0
Hedging Assets Current,100000.0,100000.0
Prepaid Assets,12700000.0,10300000.0
Receivables,25100000.0,25100000.0
Receivables Adjustments Allowances,-7400000.0,-6900000.0
Accounts Receivable,32500000.0,32000000.0
Cash Cash Equivalents And Short Term Investments,10100000.0,13800000.0
Cash And Cash Equivalents,10100000.0,13800000.0
Cash Financial,10100000.0,13800000.0
