,2025-06-30,2024-12-31
Ordinary Shares Number,9964344.0,9898516.0
Share Issued,9964344.0,9898516.0
Total Debt,826446.0,1205267.0
Tangible Book Value,3584254.0,2176066.0
Invested Capital,3694380.0,2440531.0
Working Capital,-3563488.0,-5587388.0
Net Tangible Assets,3584254.0,2176066.0
Capital Lease Obligations,809220.0,1047064.0
Common Stock Equity,3677154.0,2282328.0
Total Capitalization,3677154.0,2282328.0
Total Equity Gross Minority Interest,706881.0,-687945.0
Minority Interest,-2970273.0,-2970273.0
Stockholders Equity,3677154.0,2282328.0
Other Equity Interest,631629.0,564127.0
Gains Losses Not Affecting Retained Earnings,-11745873.0,-12345272.0
Other Equity Adjustments,6258514.0,4258514.0
Foreign Currency Translation Adjustments,-18004387.0,-16603786.0
Retained Earnings,-339412841.0,-339845041.0
Additional Paid In Capital,354179327.0,353883768.0
Capital Stock,24912.0,24746.0
Common Stock,24912.0,24746.0
Total Liabilities Net Minority Interest,17526423.0,17054128.0
Total Non Current Liabilities Net Minority Interest,1887576.0,1186146.0
Derivative Product Liabilities,1505540.0,669156.0
Employee Benefits,58348.0,45957.0
Non Current Pension And Other Postretirement Benefit Plans,58348.0,45957.0
Tradeand Other Payables Non Current,0.0,30850.0
Long Term Debt And Capital Lease Obligation,323688.0,440183.0
Long Term Capital Lease Obligation,323688.0,440183.0
Current Liabilities,15638847.0,15867982.0
Other Current Liabilities,3925565.0,3925565.0
Current Deferred Liabilities,652502.0,1153703.0
Current Deferred Revenue,5824.0,5690.0
Current Debt And Capital Lease Obligation,502758.0,765084.0
Current Capital Lease Obligation,485532.0,606881.0
Current Debt,17226.0,158203.0
Line Of Credit,17226.0,158203.0
Pensionand Other Post Retirement Benefit Plans Current,,94007.0
Payables And Accrued Expenses,10558022.0,9929623.0
Current Accrued Expenses,2123118.0,2592446.0
Payables,8434904.0,7337177.0
Other Payable,493097.0,791483.0
Dueto Related Parties Current,,0.0
Total Tax Payable,1069663.0,836117.0
Accounts Payable,6872144.0,5709577.0
Total Assets,18233304.0,16366183.0
Total Non Current Assets,6157945.0,6085589.0
Non Current Deferred Assets,5413618.0,5288913.0
Non Current Deferred Taxes Assets,5413618.0,5288913.0
Goodwill And Other Intangible Assets,92900.0,106262.0
Other Intangible Assets,92900.0,106262.0
Net PPE,651427.0,690414.0
Accumulated Depreciation,,-771879.0
Gross PPE,651427.0,1462293.0
Leases,421210.0,776261.0
Machinery Furniture Equipment,39542.0,453420.0
Buildings And Improvements,190675.0,232612.0
Properties,0.0,0.0
Current Assets,12075359.0,10280594.0
Other Current Assets,140458.0,134826.0
Assets Held For Sale Current,1522.0,1522.0
Prepaid Assets,15947.0,192211.0
Receivables,7040449.0,4993052.0
Receivables Adjustments Allowances,-1029746.0,
Other Receivables,1577598.0,1323278.0
Taxes Receivable,1166732.0,983770.0
Accounts Receivable,5325865.0,2686004.0
Allowance For Doubtful Accounts Receivable,,-1514586.0
Gross Accounts Receivable,5325865.0,4200590.0
Cash Cash Equivalents And Short Term Investments,4876983.0,4958983.0
Cash And Cash Equivalents,4876983.0,4958983.0
Cash Financial,4876983.0,4958983.0
