,2026-03-31,2025-09-30,2025-07-31
Ordinary Shares Number,30666667.0,26667000.0,26667000.0
Share Issued,30666667.0,26667000.0,26667000.0
Net Debt,,11320.0,10420.0
Total Debt,,11320.0,10420.0
Tangible Book Value,223259534.0,-12638.0,10562.0
Invested Capital,223259534.0,-1318.0,20982.0
Working Capital,716665.0,,
Net Tangible Assets,223259534.0,-12638.0,10562.0
Common Stock Equity,223259534.0,-12638.0,10562.0
Total Capitalization,223259534.0,-12638.0,10562.0
Total Equity Gross Minority Interest,223259534.0,-12638.0,10562.0
Stockholders Equity,223259534.0,-12638.0,10562.0
Retained Earnings,-8996551.0,-37638.0,-14438.0
Additional Paid In Capital,0.0,24233.0,24233.0
Capital Stock,232256085.0,767.0,767.0
Common Stock,232256085.0,767.0,767.0
Preferred Stock,0.0,0.0,0.0
Total Liabilities Net Minority Interest,9875619.0,43538.0,19438.0
Total Non Current Liabilities Net Minority Interest,9800000.0,0.0,0.0
Non Current Deferred Liabilities,9800000.0,,
Current Liabilities,75619.0,43538.0,19438.0
Current Debt And Capital Lease Obligation,,11320.0,10420.0
Current Debt,,11320.0,10420.0
Other Current Borrowings,,11320.0,10420.0
Payables And Accrued Expenses,75619.0,32218.0,9018.0
Current Accrued Expenses,75000.0,32218.0,5000.0
Payables,619.0,,4018.0
Dueto Related Parties Current,0.0,,
Accounts Payable,619.0,,4018.0
Total Assets,233135153.0,30900.0,30000.0
Total Non Current Assets,232342869.0,30900.0,30000.0
Other Non Current Assets,232255318.0,,
Non Current Prepaid Assets,87551.0,,
Non Current Deferred Assets,,30900.0,30000.0
Current Assets,792284.0,,
Prepaid Assets,138686.0,,
Cash Cash Equivalents And Short Term Investments,653598.0,,
Cash And Cash Equivalents,653598.0,,
Cash Financial,653598.0,,
