,2025-09-30,2025-03-31
Ordinary Shares Number,2565000.0,2565000.0
Share Issued,2565000.0,2565000.0
Total Debt,1908310.0,724052.0
Tangible Book Value,3870132.0,1377542.0
Invested Capital,4647740.0,1829033.0
Working Capital,1642193.0,461780.0
Net Tangible Assets,3870132.0,1377542.0
Capital Lease Obligations,1473564.0,640500.0
Common Stock Equity,4212994.0,1745481.0
Total Capitalization,4503890.0,1782050.0
Total Equity Gross Minority Interest,4212994.0,1745481.0
Stockholders Equity,4212994.0,1745481.0
Retained Earnings,808166.0,942844.0
Additional Paid In Capital,3244515.0,652637.0
Capital Stock,160313.0,150000.0
Common Stock,160313.0,150000.0
Total Liabilities Net Minority Interest,4880377.0,3921024.0
Total Non Current Liabilities Net Minority Interest,1128875.0,252999.0
Long Term Debt And Capital Lease Obligation,1128875.0,252999.0
Long Term Capital Lease Obligation,837979.0,216430.0
Long Term Debt,290896.0,36569.0
Current Liabilities,3751502.0,3668025.0
Current Deferred Liabilities,1050960.0,1377535.0
Current Deferred Revenue,1050960.0,1377535.0
Current Debt And Capital Lease Obligation,779435.0,471053.0
Current Capital Lease Obligation,635585.0,424070.0
Current Debt,143850.0,46983.0
Other Current Borrowings,143850.0,46983.0
Payables And Accrued Expenses,1921107.0,1819437.0
Payables,1921107.0,1819437.0
Other Payable,538278.0,841979.0
Total Tax Payable,,0.0
Income Tax Payable,,0.0
Accounts Payable,1382829.0,977458.0
Total Assets,9093371.0,5666505.0
Total Non Current Assets,3699676.0,1536700.0
Non Current Prepaid Assets,1089222.0,
Non Current Accounts Receivable,229663.0,294499.0
Goodwill And Other Intangible Assets,342862.0,367939.0
Other Intangible Assets,,367939.0
Net PPE,2037929.0,874262.0
Accumulated Depreciation,,-1102196.0
Gross PPE,2037929.0,1976458.0
Other Properties,2037929.0,1802326.0
Machinery Furniture Equipment,,174132.0
Current Assets,5393695.0,4129805.0
Inventory,1426141.0,690521.0
Finished Goods,,690521.0
Receivables,3125161.0,2996167.0
Other Receivables,1480968.0,1670981.0
Accounts Receivable,1644193.0,1325186.0
Cash Cash Equivalents And Short Term Investments,842393.0,443117.0
Cash And Cash Equivalents,842393.0,443117.0
