,2025-12-31,2025-09-30,2025-06-30,2025-03-31,2024-12-31
Ordinary Shares Number,76611444.0,76597293.0,76084675.0,46527999.0,46527999.0
Share Issued,76611444.0,76597293.0,76084675.0,46527999.0,46527999.0
Total Debt,16974443.0,14414520.0,20924332.0,22647925.0,22487029.0
Tangible Book Value,-17241586.0,-14003746.0,-71643181.0,-83447553.0,-81433078.0
Invested Capital,11119734.0,14487118.0,-36274469.0,-46028560.0,-43829060.0
Working Capital,10760464.0,9418152.0,-48405875.0,-59810355.0,-57870337.0
Net Tangible Assets,-17241586.0,-14003746.0,-71643181.0,-83447553.0,-81433078.0
Capital Lease Obligations,186554.0,213783.0,230887.0,289338.0,328556.0
Common Stock Equity,-5668155.0,286381.0,-56967914.0,-68387147.0,-65987533.0
Total Capitalization,-1068667.0,286381.0,-56967914.0,-68387147.0,-65987533.0
Total Equity Gross Minority Interest,18651287.0,24668638.0,-32812608.0,-43927603.0,-41756058.0
Minority Interest,24319442.0,24382257.0,24155306.0,24459544.0,24231475.0
Stockholders Equity,-5668155.0,286381.0,-56967914.0,-68387147.0,-65987533.0
Gains Losses Not Affecting Retained Earnings,479625.0,598099.0,679763.0,7873.0,-108122.0
Other Equity Adjustments,479625.0,598099.0,679763.0,7873.0,-108122.0
Retained Earnings,-149954036.0,-137939413.0,-140852463.0,-136197260.0,-131522902.0
Additional Paid In Capital,143798595.0,137620035.0,83197178.0,67797587.0,65638838.0
Capital Stock,7661.0,7660.0,7608.0,4653.0,4653.0
Common Stock,7661.0,7660.0,7608.0,4653.0,4653.0
Total Liabilities Net Minority Interest,95413875.0,62181512.0,127359877.0,154685332.0,146436044.0
Total Non Current Liabilities Net Minority Interest,5152054.0,654608.0,799450.0,935571.0,1078848.0
Employee Benefits,0.0,37737.0,68146.0,39259.0,45289.0
Tradeand Other Payables Non Current,44000.0,,,,0.0
Non Current Deferred Liabilities,508566.0,599612.0,692045.0,784479.0,876912.0
Non Current Deferred Taxes Liabilities,508566.0,599612.0,692045.0,784479.0,876912.0
Long Term Debt And Capital Lease Obligation,4599488.0,17259.0,39259.0,111833.0,156647.0
Long Term Capital Lease Obligation,0.0,17259.0,39259.0,111833.0,156647.0
Long Term Debt,4599488.0,,,,
Current Liabilities,90261821.0,61526904.0,126560427.0,153749761.0,145357196.0
Other Current Liabilities,3946950.0,3704400.0,1786050.0,3329550.0,3790176.0
Current Debt And Capital Lease Obligation,12374955.0,14397261.0,20885073.0,22536092.0,22330382.0
Current Capital Lease Obligation,186554.0,196524.0,191628.0,177505.0,171909.0
Current Debt,12188401.0,14200737.0,20693445.0,22358587.0,22158473.0
Other Current Borrowings,11889682.0,14148295.0,20629366.0,12978362.0,21900058.0
Line Of Credit,298719.0,52442.0,64079.0,480225.0,258415.0
Current Notes Payable,,,,8900000.0,
Payables And Accrued Expenses,73939916.0,43425243.0,103889304.0,127884119.0,123026814.0
Current Accrued Expenses,12375928.0,,,,9694014.0
Interest Payable,5967992.0,,,,3824009.0
Payables,61563988.0,43425243.0,103889304.0,127884119.0,113332800.0
Other Payable,47317919.0,,,,45466384.0
Dueto Related Parties Current,14077933.0,3629516.0,67057905.0,76472666.0,67697074.0
Total Tax Payable,157193.0,,,,155641.0
Accounts Payable,10943.0,39795727.0,36831399.0,51411453.0,13701.0
Total Assets,114065162.0,86850150.0,94547269.0,110757729.0,104679986.0
Total Non Current Assets,13042877.0,15905094.0,16392717.0,16818323.0,17193127.0
Non Current Deferred Assets,232082.0,344050.0,344291.0,344291.0,342822.0
Non Current Deferred Taxes Assets,232082.0,344050.0,344291.0,344291.0,342822.0
Investments And Advances,,,,,0.0
Investmentin Financial Assets,,,,,0.0
Goodwill And Other Intangible Assets,11573431.0,14290127.0,14675267.0,15060406.0,15445545.0
Other Intangible Assets,1845560.0,2230699.0,2615839.0,3000978.0,3386117.0
Goodwill,9727871.0,12059428.0,12059428.0,12059428.0,12059428.0
Net PPE,1237364.0,1270917.0,1373159.0,1413626.0,1404760.0
Accumulated Depreciation,-2554031.0,,,,-2370662.0
Gross PPE,3791395.0,1270917.0,1373159.0,1413626.0,3775422.0
Other Properties,408955.0,1270917.0,1373159.0,1413626.0,714446.0
Machinery Furniture Equipment,3382440.0,,,,3060976.0
Current Assets,101022285.0,70945056.0,78154552.0,93939406.0,87486859.0
Other Current Assets,875063.0,15063200.0,14680844.0,25874112.0,1086316.0
Restricted Cash,34713.0,42664.0,42636.0,40978.0,40742.0
Prepaid Assets,1387704.0,,,,1576399.0
Inventory,601946.0,,,,587839.0
Other Inventories,601946.0,,,,587839.0
Receivables,19486599.0,1965803.0,2151890.0,2553018.0,20374166.0
Other Receivables,16941017.0,,,,17372659.0
Duefrom Related Parties Current,1024822.0,449677.0,445660.0,449094.0,560823.0
Taxes Receivable,274289.0,,,,325003.0
Accounts Receivable,1246471.0,1516126.0,1706230.0,2103924.0,2115681.0
Allowance For Doubtful Accounts Receivable,-386322.0,,,,-484303.0
Gross Accounts Receivable,1632793.0,,,,2599984.0
Cash Cash Equivalents And Short Term Investments,78636260.0,53873389.0,61279182.0,65471298.0,63821397.0
Other Short Term Investments,3391855.0,3183417.0,1699380.0,3171000.0,0.0
Cash And Cash Equivalents,75244405.0,50689972.0,59579802.0,62300298.0,63821397.0
