,2025-12-31,2024-12-31
Ordinary Shares Number,10043015.0,
Share Issued,10043015.0,
Net Debt,33515384.76,39272530.21
Total Debt,41227135.56,45235139.49
Tangible Book Value,78344801.61,
Invested Capital,119585937.17,123070759.6
Net Tangible Assets,78344801.61,
Common Stock Equity,78358801.61,
Total Capitalization,119585937.17,123070759.6
Total Equity Gross Minority Interest,78358801.61,
Stockholders Equity,78358801.61,
Retained Earnings,23608593.96,
Additional Paid In Capital,44705492.65,
Capital Stock,10043015.0,
Common Stock,10043015.0,
Total Liabilities Net Minority Interest,986570457.37,
Long Term Debt And Capital Lease Obligation,41227135.56,45235139.49
Payables,1995000.0,
Total Tax Payable,1221000.0,
Accounts Payable,774000.0,
Total Assets,1064929258.98,
Investments And Advances,52545419.75,
Investmentin Financial Assets,51795419.75,
Long Term Equity Investment,750000.0,
Goodwill And Other Intangible Assets,14000.0,
Other Intangible Assets,14000.0,
Net PPE,130000.0,
Accumulated Depreciation,-678000.0,
Gross PPE,808000.0,
Receivables,1750909.21,
Taxes Receivable,7053000.0,
Cash And Cash Equivalents,7711750.8,
Cash Financial,1715.11,
Cash Cash Equivalents And Federal Funds Sold,23028310.8,
