,2026-03-31,2025-09-30,2025-06-30,2024-12-31
Ordinary Shares Number,70594377.0,70594377.0,70594377.0,70594377.0
Share Issued,70594377.0,70594377.0,70594377.0,70594377.0
Net Debt,,119822000.0,121555000.0,120575000.0
Total Debt,,126094000.0,123668000.0,129707000.0
Tangible Book Value,-62519.0,-160841000.0,-163910000.0,-161962000.0
Invested Capital,-62519.0,116553000.0,112595000.0,124964000.0
Working Capital,-62519.0,16871000.0,11347000.0,19433000.0
Net Tangible Assets,-62519.0,-160841000.0,-163910000.0,-161962000.0
Capital Lease Obligations,,1818000.0,1889000.0,722000.0
Common Stock Equity,-62519.0,-7723000.0,-9184000.0,-4021000.0
Total Capitalization,-62519.0,110053000.0,106095000.0,118464000.0
Total Equity Gross Minority Interest,-62519.0,-7723000.0,-9184000.0,-4021000.0
Stockholders Equity,-62519.0,-7723000.0,-9184000.0,-4021000.0
Other Equity Interest,-10.0,,,
Retained Earnings,-62519.0,,,
Additional Paid In Capital,0.0,,,
Capital Stock,10.0,-7723000.0,-9184000.0,-4021000.0
Common Stock,10.0,-7723000.0,-9184000.0,-4021000.0
Total Liabilities Net Minority Interest,62519.0,272386000.0,263615000.0,264267000.0
Total Non Current Liabilities Net Minority Interest,0.0,253339000.0,248272000.0,249268000.0
Preferred Securities Outside Stock Equity,,134077000.0,131427000.0,126422000.0
Long Term Debt And Capital Lease Obligation,,119262000.0,116845000.0,122846000.0
Long Term Capital Lease Obligation,,1486000.0,1566000.0,361000.0
Long Term Debt,,117776000.0,115279000.0,122485000.0
Current Liabilities,62519.0,19047000.0,15343000.0,14999000.0
Current Debt And Capital Lease Obligation,,6832000.0,6823000.0,6861000.0
Current Capital Lease Obligation,,332000.0,323000.0,361000.0
Current Debt,,6500000.0,6500000.0,6500000.0
Other Current Borrowings,,6500000.0,6500000.0,6500000.0
Payables And Accrued Expenses,62519.0,12215000.0,8520000.0,8138000.0
Current Accrued Expenses,,4572000.0,2919000.0,2129000.0
Payables,62519.0,7643000.0,5601000.0,6009000.0
Dueto Related Parties Current,20000.0,,,
Total Tax Payable,,,,915000.0
Accounts Payable,42519.0,7643000.0,5601000.0,5094000.0
Total Assets,0.0,264663000.0,254431000.0,260246000.0
Total Non Current Assets,0.0,228745000.0,227741000.0,225814000.0
Other Non Current Assets,,1985000.0,2071000.0,980000.0
Goodwill And Other Intangible Assets,,153118000.0,154726000.0,157941000.0
Other Intangible Assets,,73613000.0,75221000.0,78436000.0
Goodwill,,79505000.0,79505000.0,79505000.0
Net PPE,,73642000.0,70944000.0,66893000.0
Accumulated Depreciation,,-11638000.0,-9172000.0,-4072000.0
Gross PPE,,85280000.0,80116000.0,70965000.0
Other Properties,,5149000.0,4355000.0,2786000.0
Machinery Furniture Equipment,,66194000.0,62734000.0,58564000.0
Buildings And Improvements,,8660000.0,8393000.0,6411000.0
Land And Improvements,,5277000.0,4634000.0,3204000.0
Properties,,0.0,0.0,0.0
Current Assets,0.0,35918000.0,26690000.0,34432000.0
Other Current Assets,,1468000.0,1409000.0,213000.0
Prepaid Assets,,,,1028000.0
Inventory,,5470000.0,5501000.0,5007000.0
Other Inventories,,315000.0,335000.0,210000.0
Raw Materials,,5155000.0,5166000.0,4797000.0
Receivables,,24526000.0,19556000.0,19774000.0
Accounts Receivable,,24526000.0,19556000.0,19774000.0
Cash Cash Equivalents And Short Term Investments,,4454000.0,224000.0,8410000.0
Cash And Cash Equivalents,,4454000.0,224000.0,8410000.0
