,2025-12-31,2025-06-30,2024-12-31
Ordinary Shares Number,54084183.0,53677429.0,53677429.0
Share Issued,54084183.0,53677429.0,53677429.0
Net Debt,3296000.0,1922000.0,2831000.0
Total Debt,5183000.0,4552000.0,3529000.0
Tangible Book Value,-39275000.0,-153166000.0,-30926000.0
Invested Capital,-34092000.0,-149914000.0,-27397000.0
Working Capital,-37399000.0,-83422000.0,-37034000.0
Net Tangible Assets,-39275000.0,-153166000.0,-30926000.0
Common Stock Equity,-39275000.0,-153166000.0,-30926000.0
Total Capitalization,-37269000.0,-150928000.0,-29552000.0
Total Equity Gross Minority Interest,-39275000.0,-153166000.0,-30926000.0
Stockholders Equity,-39275000.0,-153166000.0,-30926000.0
Retained Earnings,70465000.0,-42826000.0,-30927000.0
Additional Paid In Capital,-109745000.0,-110345000.0,0.0
Capital Stock,5000.0,5000.0,1000.0
Common Stock,5000.0,5000.0,1000.0
Total Liabilities Net Minority Interest,102069000.0,211369000.0,81965000.0
Total Non Current Liabilities Net Minority Interest,48500000.0,114854000.0,35980000.0
Other Non Current Liabilities,9906000.0,74088000.0,
Derivative Product Liabilities,1334000.0,3622000.0,0.0
Non Current Deferred Liabilities,8566000.0,7941000.0,8217000.0
Non Current Deferred Taxes Liabilities,8566000.0,7941000.0,8217000.0
Long Term Debt And Capital Lease Obligation,2006000.0,2238000.0,1374000.0
Long Term Debt,2006000.0,2238000.0,1374000.0
Long Term Provisions,26688000.0,26965000.0,26389000.0
Current Liabilities,53569000.0,96515000.0,45985000.0
Other Current Liabilities,17000.0,37800000.0,1000.0
Current Debt And Capital Lease Obligation,3177000.0,2314000.0,2155000.0
Current Debt,3177000.0,1014000.0,2155000.0
Other Current Borrowings,3177000.0,,1142000.0
Line Of Credit,0.0,1010000.0,1013000.0
Current Notes Payable,,4000.0,515000.0
Payables And Accrued Expenses,50375000.0,56401000.0,43830000.0
Current Accrued Expenses,3323000.0,10757000.0,3523000.0
Payables,47052000.0,45644000.0,40307000.0
Other Payable,8939000.0,11511000.0,8756000.0
Dueto Related Parties Current,2277000.0,0.0,3389000.0
Dividends Payable,,,0.0
Total Tax Payable,18079000.0,24130000.0,19791000.0
Accounts Payable,17757000.0,10003000.0,8371000.0
Total Assets,62794000.0,58203000.0,51039000.0
Total Non Current Assets,46624000.0,45110000.0,42088000.0
Duefrom Related Parties Non Current,,,0.0
Non Current Note Receivables,98000.0,0.0,135000.0
Net PPE,46526000.0,45110000.0,41953000.0
Accumulated Depreciation,-102214000.0,-98663000.0,-96382000.0
Gross PPE,148740000.0,143773000.0,138335000.0
Construction In Progress,9932000.0,19831000.0,16797000.0
Other Properties,3283000.0,2128000.0,2128000.0
Machinery Furniture Equipment,81430000.0,80508000.0,79318000.0
Buildings And Improvements,,,2128000.0
Current Assets,16170000.0,13093000.0,8951000.0
Prepaid Assets,1284000.0,373000.0,548000.0
Inventory,3911000.0,3579000.0,3188000.0
Inventories Adjustments Allowances,,,-166000.0
Work In Process,643000.0,,375000.0
Raw Materials,3268000.0,,2813000.0
Receivables,9088000.0,7811000.0,4517000.0
Receivables Adjustments Allowances,-2275000.0,-2265000.0,-2253000.0
Other Receivables,2241000.0,2635000.0,2293000.0
Duefrom Related Parties Current,0.0,255000.0,765000.0
Taxes Receivable,5758000.0,6128000.0,1321000.0
Loans Receivable,239000.0,,277000.0
Accounts Receivable,3125000.0,1058000.0,2114000.0
Cash Cash Equivalents And Short Term Investments,1887000.0,1330000.0,698000.0
Cash And Cash Equivalents,1887000.0,1330000.0,698000.0
Cash Financial,1887000.0,1330000.0,698000.0
