,2025-12-31,2025-09-30,2025-06-30,2025-03-31,2024-12-31
Ordinary Shares Number,132844525.0,132312107.0,132230700.0,131974600.0,131528808.0
Share Issued,132844525.0,132312107.0,132230700.0,131974600.0,131528808.0
Net Debt,6464651.0,5827366.0,5364608.0,4372470.0,5318720.0
Total Debt,15628044.0,15681216.0,15735533.0,15790870.0,15847128.0
Tangible Book Value,9816751.0,9899224.0,9937385.0,10051338.0,9759871.0
Invested Capital,17463172.0,17499474.0,17493998.0,17566706.0,17236267.0
Working Capital,-5138509.0,-5469997.0,-5827531.0,-6015307.0,-1809951.0
Net Tangible Assets,9816751.0,9899224.0,9937385.0,10051338.0,9759871.0
Capital Lease Obligations,7981623.0,8080966.0,8178920.0,8275502.0,8370732.0
Common Stock Equity,9816751.0,9899224.0,9937385.0,10051338.0,9759871.0
Total Capitalization,12563172.0,12599474.0,12593998.0,12666706.0,17236267.0
Total Equity Gross Minority Interest,9816751.0,9899224.0,9937385.0,10051338.0,9759871.0
Stockholders Equity,9816751.0,9899224.0,9937385.0,10051338.0,9759871.0
Other Equity Interest,5623734.0,5623734.0,5623734.0,5623734.0,5623734.0
Retained Earnings,-20225974.0,-20091001.0,-19976565.0,-19810112.0,-20012841.0
Capital Stock,24418991.0,24366491.0,24290216.0,24237716.0,24148978.0
Common Stock,24418991.0,24366491.0,24290216.0,24237716.0,24148978.0
Total Liabilities Net Minority Interest,22811458.0,22479377.0,22131135.0,22205478.0,21858043.0
Total Non Current Liabilities Net Minority Interest,10318419.0,10375297.0,10435296.0,10496236.0,15458019.0
Long Term Debt And Capital Lease Obligation,10318419.0,10375297.0,10435296.0,10496236.0,15458019.0
Long Term Capital Lease Obligation,7571998.0,7675047.0,7778683.0,7880868.0,7981623.0
Long Term Debt,2746421.0,2700250.0,2656613.0,2615368.0,7476396.0
Current Liabilities,12493039.0,12104080.0,11695839.0,11709242.0,6400024.0
Other Current Liabilities,,,,,99581.0
Current Deferred Liabilities,0.0,78117.0,93500.0,113139.0,
Current Deferred Revenue,0.0,78117.0,93500.0,113139.0,
Current Debt And Capital Lease Obligation,5309625.0,5305919.0,5300237.0,5294634.0,389109.0
Current Capital Lease Obligation,409625.0,405919.0,400237.0,394634.0,389109.0
Current Debt,4900000.0,4900000.0,4900000.0,4900000.0,
Other Current Borrowings,4900000.0,4900000.0,4900000.0,4900000.0,
Payables And Accrued Expenses,7183414.0,6720044.0,6302102.0,6301469.0,5911334.0
Payables,7183414.0,6720044.0,6302102.0,6301469.0,5911334.0
Dueto Related Parties Current,5648169.0,5137187.0,4730921.0,4718487.0,4483852.0
Accounts Payable,1535245.0,1582857.0,1571181.0,1582982.0,1427482.0
Total Assets,32628209.0,32378601.0,32068520.0,32256816.0,31617914.0
Total Non Current Assets,25273679.0,25744518.0,26200212.0,26562881.0,27027841.0
Net PPE,25273679.0,25744518.0,26200212.0,26562881.0,27027841.0
Accumulated Depreciation,-7340548.0,-6869709.0,-6398871.0,-5928184.0,-5390252.0
Gross PPE,32614227.0,32614227.0,32599083.0,32491065.0,32418093.0
Leases,22330721.0,22330721.0,22330721.0,22234497.0,22161524.0
Other Properties,10115630.0,10115630.0,10100486.0,10088692.0,10088693.0
Machinery Furniture Equipment,167876.0,167876.0,167876.0,167876.0,167876.0
Properties,0.0,0.0,0.0,0.0,0.0
Current Assets,7354530.0,6634083.0,5868308.0,5693935.0,4590073.0
Prepaid Assets,169807.0,159331.0,186064.0,252602.0,275120.0
Inventory,4715818.0,3969442.0,2850697.0,1631841.0,1733522.0
Inventories Adjustments Allowances,,,,0.0,
Other Inventories,525108.0,475934.0,601682.0,518076.0,481086.0
Finished Goods,3377433.0,2626052.0,1174581.0,588660.0,1026651.0
Work In Process,813277.0,867456.0,1074434.0,525105.0,225785.0
Receivables,1287135.0,732426.0,639542.0,666594.0,423755.0
Accounts Receivable,1287135.0,732426.0,639542.0,666594.0,423755.0
Cash Cash Equivalents And Short Term Investments,1181770.0,1772884.0,2192005.0,3142898.0,2157676.0
Cash And Cash Equivalents,1181770.0,1772884.0,2192005.0,3142898.0,2157676.0
Cash Financial,1181770.0,1772884.0,2192005.0,3142898.0,2157676.0
