,2025-09-30,2025-03-31
Ordinary Shares Number,37000000.0,31000000.0
Share Issued,37000000.0,31000000.0
Total Debt,9387685.0,14495197.0
Tangible Book Value,31234759.0,8926594.0
Invested Capital,40258070.0,22764997.0
Working Capital,36590692.0,14405204.0
Net Tangible Assets,31234759.0,8926594.0
Capital Lease Obligations,364374.0,656794.0
Common Stock Equity,31234759.0,8926594.0
Total Capitalization,36883357.0,14786175.0
Total Equity Gross Minority Interest,31234759.0,8926594.0
Stockholders Equity,31234759.0,8926594.0
Other Equity Interest,-3974.0,-3974.0
Gains Losses Not Affecting Retained Earnings,61299872.0,2011663.0
Other Equity Adjustments,,2011663.0
Retained Earnings,-30064023.0,6916594.0
Capital Stock,2884.0,2311.0
Common Stock,2884.0,2311.0
Total Liabilities Net Minority Interest,59748795.0,49810093.0
Total Non Current Liabilities Net Minority Interest,5648598.0,5982140.0
Long Term Debt And Capital Lease Obligation,5648598.0,5982140.0
Long Term Capital Lease Obligation,0.0,122559.0
Long Term Debt,5648598.0,5859581.0
Current Liabilities,54100197.0,43827953.0
Current Deferred Liabilities,,2088347.0
Current Deferred Revenue,,0.0
Current Deferred Taxes Liabilities,,2088347.0
Current Debt And Capital Lease Obligation,3739087.0,8513057.0
Current Capital Lease Obligation,364374.0,534235.0
Current Debt,3374713.0,7978822.0
Other Current Borrowings,3374713.0,7978822.0
Payables And Accrued Expenses,50361110.0,33226549.0
Current Accrued Expenses,1935037.0,733220.0
Payables,48426073.0,32493329.0
Dueto Related Parties Current,44848318.0,32230984.0
Total Tax Payable,111885.0,
Accounts Payable,3465870.0,262345.0
Total Assets,90983554.0,58736687.0
Total Non Current Assets,292665.0,503530.0
Net PPE,292665.0,503530.0
Accumulated Depreciation,-132258.0,-96809.0
Gross PPE,424923.0,600339.0
Leases,141800.0,141800.0
Machinery Furniture Equipment,20000.0,20000.0
Buildings And Improvements,263123.0,438539.0
Properties,0.0,0.0
Current Assets,90690889.0,58233157.0
Other Current Assets,,3107201.0
Prepaid Assets,25529737.0,11278456.0
Inventory,353290.0,305307.0
Finished Goods,353290.0,305307.0
Receivables,37252929.0,20118230.0
Other Receivables,1219865.0,10153072.0
Duefrom Related Parties Current,20412892.0,2979145.0
Accounts Receivable,15620172.0,6986013.0
Cash Cash Equivalents And Short Term Investments,27554933.0,23423963.0
Other Short Term Investments,17020085.0,6288244.0
Cash And Cash Equivalents,10534848.0,17135719.0
Cash Financial,10534848.0,17135719.0
