,2025-09-30,2025-03-31
Ordinary Shares Number,3761701.0,3761701.0
Share Issued,3761701.0,3761701.0
Total Debt,2623353.0,2412339.0
Tangible Book Value,16650144.0,14639278.0
Invested Capital,17698952.0,16031105.0
Working Capital,13082083.0,11887995.0
Net Tangible Assets,16650144.0,14639278.0
Capital Lease Obligations,1574545.0,1020512.0
Common Stock Equity,16650144.0,14639278.0
Total Capitalization,16996003.0,15346089.0
Total Equity Gross Minority Interest,17038729.0,15044400.0
Minority Interest,388585.0,405122.0
Stockholders Equity,16650144.0,14639278.0
Gains Losses Not Affecting Retained Earnings,-86874.0,-23364.0
Other Equity Adjustments,-86874.0,-23364.0
Treasury Stock,245037.0,
Retained Earnings,10786999.0,8467586.0
Additional Paid In Capital,6193646.0,6193646.0
Capital Stock,1410.0,1410.0
Common Stock,1410.0,1410.0
Total Liabilities Net Minority Interest,8625254.0,8409737.0
Total Non Current Liabilities Net Minority Interest,1335515.0,1322177.0
Long Term Debt And Capital Lease Obligation,1335515.0,1322177.0
Long Term Capital Lease Obligation,989656.0,615366.0
Long Term Debt,345859.0,706811.0
Current Liabilities,7289739.0,7087560.0
Current Deferred Liabilities,140235.0,436597.0
Current Deferred Revenue,140235.0,427110.0
Current Debt And Capital Lease Obligation,1287838.0,1090162.0
Current Capital Lease Obligation,584889.0,405146.0
Current Debt,702949.0,685016.0
Other Current Borrowings,702949.0,685016.0
Payables And Accrued Expenses,5861666.0,5560801.0
Current Accrued Expenses,787799.0,379185.0
Payables,5073867.0,5181616.0
Other Payable,,290555.0
Dueto Related Parties Current,2251999.0,2502962.0
Dividends Payable,,0.0
Total Tax Payable,1105748.0,423693.0
Income Tax Payable,1105748.0,423693.0
Accounts Payable,1716120.0,1964406.0
Total Assets,25663983.0,23454137.0
Total Non Current Assets,5292161.0,4478582.0
Non Current Prepaid Assets,174713.0,178786.0
Non Current Deferred Assets,92026.0,92026.0
Non Current Deferred Taxes Assets,92026.0,92026.0
Net PPE,5025422.0,4207770.0
Accumulated Depreciation,,-2901990.0
Gross PPE,5025422.0,7109760.0
Leases,,295475.0
Construction In Progress,,177470.0
Other Properties,5025422.0,983097.0
Machinery Furniture Equipment,,2046584.0
Buildings And Improvements,,3607134.0
Properties,,0.0
Current Assets,20371822.0,18975555.0
Other Current Assets,1615100.0,
Restricted Cash,,0.0
Prepaid Assets,,1719713.0
Inventory,3163816.0,3066276.0
Finished Goods,,2837357.0
Raw Materials,,228919.0
Receivables,4231847.0,3518212.0
Other Receivables,,307663.0
Duefrom Related Parties Current,0.0,4634.0
Taxes Receivable,,0.0
Notes Receivable,0.0,103522.0
Accounts Receivable,4231847.0,3102393.0
Allowance For Doubtful Accounts Receivable,,-22794.0
Gross Accounts Receivable,4231847.0,3125187.0
Cash Cash Equivalents And Short Term Investments,11361059.0,10671354.0
Other Short Term Investments,2220.0,2220.0
Cash And Cash Equivalents,11358839.0,10669134.0
