,2025-12-31,2025-06-30,2024-12-31
Ordinary Shares Number,1185784.0,2399939.0,500000.0
Share Issued,1185784.0,2399939.0,500000.0
Total Debt,149995.0,,334138.0
Tangible Book Value,22955161.0,,500269.0
Invested Capital,23062411.0,,782013.0
Working Capital,21595090.0,,66004.0
Net Tangible Assets,22955161.0,,500269.0
Capital Lease Obligations,42745.0,,52394.0
Common Stock Equity,22955161.0,,500269.0
Total Capitalization,22955161.0,,500269.0
Total Equity Gross Minority Interest,23068543.0,,550064.0
Minority Interest,113382.0,,49795.0
Stockholders Equity,22955161.0,,500269.0
Gains Losses Not Affecting Retained Earnings,311762.0,,159762.0
Other Equity Adjustments,311762.0,,159762.0
Retained Earnings,-11066628.0,,-1456778.0
Additional Paid In Capital,33706703.0,,1796285.0
Capital Stock,3324.0,,1000.0
Common Stock,3324.0,,1000.0
Preferred Stock,0.0,,0.0
Total Liabilities Net Minority Interest,4763005.0,,4401366.0
Total Non Current Liabilities Net Minority Interest,6363.0,,43972.0
Tradeand Other Payables Non Current,,,0.0
Long Term Debt And Capital Lease Obligation,6363.0,,43972.0
Long Term Capital Lease Obligation,6363.0,,43972.0
Current Liabilities,4756642.0,,4357394.0
Current Deferred Liabilities,30975.0,,29675.0
Current Deferred Revenue,30975.0,,29675.0
Current Debt And Capital Lease Obligation,143632.0,,290166.0
Current Capital Lease Obligation,36382.0,,8422.0
Current Debt,107250.0,,281744.0
Other Current Borrowings,107250.0,,281744.0
Payables And Accrued Expenses,4582035.0,,4037553.0
Current Accrued Expenses,1331393.0,,943319.0
Payables,3250642.0,,3094234.0
Other Payable,930378.0,,1114546.0
Dueto Related Parties Current,212100.0,,170855.0
Total Tax Payable,106023.0,,146239.0
Income Tax Payable,17785.0,,249190.0
Accounts Payable,2002141.0,,1662594.0
Total Assets,27831548.0,,4951430.0
Total Non Current Assets,1479816.0,,528032.0
Other Non Current Assets,1430000.0,,33017.0
Non Current Note Receivables,0.0,,443787.0
Net PPE,49816.0,,51228.0
Gross PPE,49816.0,,51228.0
Other Properties,7071.0,,51228.0
Buildings And Improvements,42745.0,,
Properties,0.0,,
Current Assets,26351732.0,,4423398.0
Other Current Assets,17882.0,,4500.0
Current Deferred Assets,0.0,,889160.0
Prepaid Assets,5897312.0,,172825.0
Receivables,19747597.0,,1688622.0
Duefrom Related Parties Current,424121.0,,40549.0
Loans Receivable,17653965.0,,0.0
Accounts Receivable,1669511.0,,1648073.0
Allowance For Doubtful Accounts Receivable,-570888.0,,-546933.0
Gross Accounts Receivable,2240399.0,,2195005.0
Cash Cash Equivalents And Short Term Investments,688941.0,,1668291.0
Cash And Cash Equivalents,688941.0,,1668291.0
Cash Financial,688941.0,,1668291.0
