,2026-03-31,2025-12-31,2025-09-30,2025-06-30,2025-03-31
Ordinary Shares Number,23671000.0,24653000.0,24967000.0,25351000.0,25055000.0
Share Issued,23671000.0,24653000.0,24967000.0,25351000.0,25055000.0
Net Debt,292258000.0,258064000.0,241410000.0,200389000.0,223125000.0
Total Debt,375733000.0,352288000.0,350648000.0,351059000.0,352350000.0
Tangible Book Value,-165333000.0,-135203000.0,-139351000.0,-108918000.0,-115638000.0
Invested Capital,196638000.0,196950000.0,188019000.0,214188000.0,204789000.0
Net Tangible Assets,-165333000.0,-135203000.0,-139351000.0,-108918000.0,-115638000.0
Capital Lease Obligations,57823000.0,59834000.0,57651000.0,58282000.0,59017000.0
Common Stock Equity,-121272000.0,-95504000.0,-104978000.0,-78589000.0,-88544000.0
Total Capitalization,193645000.0,193957000.0,185026000.0,211188000.0,201789000.0
Total Equity Gross Minority Interest,-204185000.0,-162788000.0,-170720000.0,-130594000.0,-145515000.0
Minority Interest,-82913000.0,-67284000.0,-65742000.0,-52005000.0,-56971000.0
Stockholders Equity,-121272000.0,-95504000.0,-104978000.0,-78589000.0,-88544000.0
Retained Earnings,-128467000.0,-133356000.0,-145787000.0,-153695000.0,-158845000.0
Additional Paid In Capital,6839000.0,37486000.0,40440000.0,74730000.0,69925000.0
Capital Stock,356000.0,366000.0,369000.0,376000.0,376000.0
Common Stock,356000.0,366000.0,369000.0,376000.0,376000.0
Total Liabilities Net Minority Interest,596998000.0,577652000.0,574316000.0,567181000.0,558071000.0
Non Current Deferred Liabilities,11974000.0,13025000.0,14084000.0,14436000.0,15677000.0
Non Current Deferred Revenue,11974000.0,13025000.0,14084000.0,14436000.0,15677000.0
Long Term Debt And Capital Lease Obligation,363701000.0,340629000.0,340996000.0,341702000.0,343449000.0
Long Term Capital Lease Obligation,48784000.0,51168000.0,50992000.0,51925000.0,53116000.0
Long Term Debt,314917000.0,289461000.0,290004000.0,289777000.0,290333000.0
Current Deferred Liabilities,2931000.0,3241000.0,3401000.0,3478000.0,2743000.0
Current Deferred Revenue,2931000.0,3241000.0,3401000.0,3478000.0,2743000.0
Current Debt And Capital Lease Obligation,12032000.0,11659000.0,9652000.0,9357000.0,8901000.0
Current Capital Lease Obligation,9039000.0,8666000.0,6659000.0,6357000.0,5901000.0
Current Debt,2993000.0,2993000.0,2993000.0,3000000.0,3000000.0
Current Notes Payable,2993000.0,2993000.0,2993000.0,3000000.0,3000000.0
Payables And Accrued Expenses,200123000.0,202861000.0,199066000.0,198208000.0,187301000.0
Payables,200123000.0,202861000.0,199066000.0,198208000.0,187301000.0
Total Tax Payable,165685000.0,165685000.0,171088000.0,171801000.0,164561000.0
Income Tax Payable,165685000.0,165685000.0,171088000.0,171801000.0,164561000.0
Accounts Payable,34438000.0,37176000.0,27978000.0,26407000.0,22740000.0
Total Assets,392813000.0,414864000.0,403596000.0,436587000.0,412556000.0
Goodwill And Other Intangible Assets,44061000.0,39699000.0,34373000.0,30329000.0,27094000.0
Other Intangible Assets,44061000.0,39699000.0,34373000.0,30329000.0,27094000.0
Net PPE,55182000.0,55636000.0,54389000.0,54233000.0,59566000.0
Prepaid Assets,13863000.0,7552000.0,14276000.0,17626000.0,22498000.0
Receivables,32161000.0,50690000.0,27365000.0,25002000.0,23917000.0
Other Receivables,15785000.0,36613000.0,12310000.0,10597000.0,8156000.0
Accounts Receivable,16376000.0,14077000.0,15055000.0,14405000.0,15761000.0
Cash Cash Equivalents And Short Term Investments,25652000.0,34390000.0,51587000.0,92388000.0,70208000.0
Cash And Cash Equivalents,25652000.0,34390000.0,51587000.0,92388000.0,70208000.0
