,2025-12-31,2025-06-30,2024-12-31
Ordinary Shares Number,1890375.0,1857819.0,1857652.0
Share Issued,1890375.0,1857819.0,1857652.0
Net Debt,1855528.0,,804016.0
Total Debt,2401371.0,,1272797.0
Tangible Book Value,-4416379.0,,-2890354.0
Invested Capital,-2054272.0,,-1511438.0
Working Capital,-4796167.0,,-3378498.0
Net Tangible Assets,-4416379.0,,-2890354.0
Capital Lease Obligations,200698.0,,231176.0
Common Stock Equity,-4254945.0,,-2553059.0
Total Capitalization,-4254945.0,,-2553059.0
Total Equity Gross Minority Interest,-4267522.0,,-2572068.0
Minority Interest,-12577.0,,-19009.0
Stockholders Equity,-4254945.0,,-2553059.0
Gains Losses Not Affecting Retained Earnings,-210985.0,,-259532.0
Other Equity Adjustments,-210985.0,,-259532.0
Retained Earnings,-52873188.0,,-50100426.0
Capital Stock,48829228.0,,47806899.0
Common Stock,48829228.0,,47806899.0
Total Liabilities Net Minority Interest,5984084.0,,4269878.0
Total Non Current Liabilities Net Minority Interest,148551.0,,128504.0
Non Current Deferred Liabilities,81079.0,,76700.0
Non Current Deferred Taxes Liabilities,81079.0,,76700.0
Long Term Debt And Capital Lease Obligation,67472.0,,51804.0
Long Term Capital Lease Obligation,67472.0,,51804.0
Current Liabilities,5835533.0,,4141374.0
Other Current Liabilities,125000.0,,
Current Deferred Liabilities,522030.0,,477916.0
Current Deferred Revenue,522030.0,,477916.0
Current Debt And Capital Lease Obligation,2333899.0,,1220993.0
Current Capital Lease Obligation,133226.0,,179372.0
Current Debt,2200673.0,,1041621.0
Other Current Borrowings,2200673.0,,1041621.0
Payables And Accrued Expenses,2854604.0,,2442465.0
Current Accrued Expenses,1964835.0,,1598129.0
Interest Payable,0.0,,4391.0
Payables,889769.0,,844336.0
Dueto Related Parties Current,790101.0,,555406.0
Total Tax Payable,85521.0,,263044.0
Income Tax Payable,10222.0,,2801.0
Accounts Payable,14147.0,,25886.0
Total Assets,1716562.0,,1697810.0
Total Non Current Assets,677196.0,,934934.0
Non Current Prepaid Assets,183470.0,,281375.0
Goodwill And Other Intangible Assets,161434.0,,337295.0
Other Intangible Assets,161434.0,,337295.0
Net PPE,332292.0,,316264.0
Accumulated Depreciation,-110573.0,,-90844.0
Gross PPE,442865.0,,407108.0
Leases,12364.0,,11299.0
Other Properties,194998.0,,228552.0
Machinery Furniture Equipment,235503.0,,167257.0
Properties,0.0,,0.0
Current Assets,1039366.0,,762876.0
Other Current Assets,357175.0,,226027.0
Assets Held For Sale Current,,,0.0
Inventory,2844.0,,128977.0
Finished Goods,2844.0,,128977.0
Receivables,334202.0,,170267.0
Other Receivables,82964.0,,4596.0
Duefrom Related Parties Current,8625.0,,19497.0
Accounts Receivable,242613.0,,146174.0
Allowance For Doubtful Accounts Receivable,-2571.0,,-2420.0
Gross Accounts Receivable,245184.0,,148594.0
Cash Cash Equivalents And Short Term Investments,345145.0,,237605.0
Cash And Cash Equivalents,345145.0,,237605.0
Cash Financial,345145.0,,237605.0
