,2025-12-31,2025-06-30,2024-12-31
Ordinary Shares Number,840778624.0,840778624.0,840778624.0
Share Issued,840778624.0,840778624.0,840778624.0
Net Debt,332370000.0,534933000.0,534481000.0
Total Debt,870118000.0,835944000.0,807008000.0
Tangible Book Value,1232619000.0,1212903000.0,1152205000.0
Invested Capital,1938076000.0,1862282000.0,1775656000.0
Working Capital,153940000.0,,-63394000.0
Net Tangible Assets,1232619000.0,1212903000.0,1152205000.0
Capital Lease Obligations,164661000.0,,183557000.0
Common Stock Equity,1232619000.0,1212903000.0,1152205000.0
Total Capitalization,1914853000.0,1810825000.0,1733139000.0
Total Equity Gross Minority Interest,2172273000.0,,1235111000.0
Minority Interest,939654000.0,88532000.0,82906000.0
Stockholders Equity,1232619000.0,1212903000.0,1152205000.0
Retained Earnings,1145836000.0,1122687000.0,1065632000.0
Capital Stock,142242000.0,142242000.0,142242000.0
Common Stock,142242000.0,142242000.0,142242000.0
Total Liabilities Net Minority Interest,1118744000.0,,959589000.0
Total Non Current Liabilities Net Minority Interest,865307000.0,800496000.0,783458000.0
Other Non Current Liabilities,578000.0,,625000.0
Derivative Product Liabilities,862000.0,,519000.0
Non Current Pension And Other Postretirement Benefit Plans,58000.0,,
Non Current Accrued Expenses,0.0,,
Tradeand Other Payables Non Current,3968000.0,173000.0,
Non Current Deferred Taxes Liabilities,39412000.0,43544000.0,42238000.0
Long Term Debt And Capital Lease Obligation,820487000.0,754233000.0,740076000.0
Long Term Capital Lease Obligation,138253000.0,156311000.0,159142000.0
Long Term Debt,682234000.0,597922000.0,580934000.0
Long Term Provisions,520000.0,,
Current Liabilities,253437000.0,,176131000.0
Other Current Liabilities,466000.0,233000.0,
Current Debt And Capital Lease Obligation,49631000.0,81711000.0,66932000.0
Current Capital Lease Obligation,26408000.0,,24415000.0
Current Debt,23223000.0,51457000.0,42517000.0
Pensionand Other Post Retirement Benefit Plans Current,36000.0,,
Current Provisions,430000.0,,420000.0
Payables,142865000.0,,108762000.0
Other Payable,113288000.0,,41396000.0
Total Tax Payable,21387000.0,,20879000.0
Accounts Payable,8190000.0,88253000.0,3062000.0
Total Assets,3291017000.0,,2194700000.0
Total Non Current Assets,2883640000.0,,2081963000.0
Other Non Current Assets,16743000.0,,4412000.0
Non Current Prepaid Assets,2453000.0,,3472000.0
Non Current Deferred Taxes Assets,135000.0,,132000.0
Financial Assets,1850000.0,139000.0,275000.0
Investmentin Financial Assets,42000.0,,42000.0
Financial Assets Designatedas Fair Value Through Profitor Loss Total,42000.0,42000.0,42000.0
Long Term Equity Investment,162864000.0,237170000.0,217769000.0
Investmentsin Joint Venturesat Cost,48775000.0,,0.0
Investmentsin Associatesat Cost,114089000.0,,217769000.0
Investmentsin Subsidiariesat Cost,0.0,,0.0
Investment Properties,2683553000.0,1877633000.0,1839060000.0
Net PPE,5560000.0,12558000.0,12195000.0
Accumulated Depreciation,-7283000.0,,
Gross PPE,12843000.0,,32992000.0
Construction In Progress,77000.0,,
Machinery Furniture Equipment,8638000.0,,29814000.0
Buildings And Improvements,2045000.0,,1736000.0
Land And Improvements,2083000.0,,
Properties,0.0,,0.0
Current Assets,407377000.0,,112737000.0
Other Current Assets,10324000.0,,8240000.0
Hedging Assets Current,130000.0,0.0,62000.0
Assets Held For Sale Current,0.0,,0.0
Prepaid Assets,9185000.0,,7343000.0
Inventory,191000.0,232000.0,238000.0
Finished Goods,154000.0,,185000.0
Raw Materials,37000.0,,53000.0
Other Receivables,14240000.0,,
Taxes Receivable,5010000.0,,881000.0
Accounts Receivable,5534000.0,16625000.0,7133000.0
Allowance For Doubtful Accounts Receivable,-310000.0,,
Gross Accounts Receivable,5844000.0,,7543000.0
Cash Cash Equivalents And Short Term Investments,373087000.0,,92069000.0
Other Short Term Investments,,3369000.0,3099000.0
Cash And Cash Equivalents,373087000.0,114446000.0,88970000.0
Cash Equivalents,304688000.0,,64046000.0
Cash Financial,68399000.0,114446000.0,24924000.0
