,2025-12-31,2025-06-30,2024-12-31
Ordinary Shares Number,14125000.0,14125000.0,14125000.0
Share Issued,14125000.0,14125000.0,14125000.0
Net Debt,,13170128.0,12699022.0
Total Debt,4845252.0,13494412.0,12784944.0
Tangible Book Value,9353287.0,-6913003.0,-6651111.0
Invested Capital,31139622.0,21021239.0,19023922.0
Working Capital,3311318.0,-8623362.0,-6592279.0
Net Tangible Assets,9353287.0,-6913003.0,-6651111.0
Common Stock Equity,26294370.0,7526827.0,6238978.0
Total Capitalization,28970981.0,15143131.0,14799389.0
Total Equity Gross Minority Interest,26294370.0,7526827.0,6238978.0
Stockholders Equity,26294370.0,7526827.0,6238978.0
Fixed Assets Revaluation Reserve,1556104.0,1556104.0,1556104.0
Retained Earnings,1814602.0,1547058.0,259206.0
Additional Paid In Capital,17381250.0,1500000.0,1500000.0
Capital Stock,2118750.0,1500000.0,1500000.0
Common Stock,2118750.0,1500000.0,1500000.0
Total Liabilities Net Minority Interest,10929017.0,20590388.0,18841092.0
Total Non Current Liabilities Net Minority Interest,3987483.0,8978565.0,9883440.0
Non Current Pension And Other Postretirement Benefit Plans,1310872.0,1362261.0,1323029.0
Long Term Debt And Capital Lease Obligation,2676611.0,7616304.0,8560411.0
Long Term Debt,2676611.0,7616304.0,8560411.0
Current Liabilities,6941534.0,11611823.0,8957652.0
Current Debt And Capital Lease Obligation,2168641.0,5878108.0,4224533.0
Current Debt,2168641.0,5878108.0,4224533.0
Payables,4409576.0,5131889.0,4406541.0
Other Payable,1432871.0,1549958.0,1136453.0
Total Tax Payable,369909.0,911216.0,508725.0
Accounts Payable,2606796.0,2670715.0,2761363.0
Total Assets,37223387.0,28117215.0,25080070.0
Total Non Current Assets,26970535.0,25128754.0,22714697.0
Other Non Current Assets,,1.0,-1.0
Long Term Equity Investment,35000.0,425000.0,25000.0
Investmentsin Associatesat Cost,5000.0,5000.0,5000.0
Investmentsin Subsidiariesat Cost,30000.0,420000.0,20000.0
Goodwill And Other Intangible Assets,16941083.0,14439830.0,12890089.0
Other Intangible Assets,16907712.0,14392335.0,12828471.0
Goodwill,33371.0,47495.0,61618.0
Net PPE,9949452.0,9983923.0,9749609.0
Accumulated Depreciation,,-768216.0,-181665.0
Gross PPE,9949452.0,10752139.0,9749609.0
Construction In Progress,237135.0,1591083.0,1205582.0
Other Properties,4960634.0,3898600.0,4052238.0
Machinery Furniture Equipment,4618981.0,5124038.0,4353369.0
Properties,132702.0,138418.0,138420.0
Current Assets,10252852.0,2988461.0,2365373.0
Current Deferred Taxes Assets,456864.0,484145.0,516839.0
Prepaid Assets,78903.0,,0.0
Inventory,353200.0,582210.0,518126.0
Finished Goods,353200.0,,518126.0
Raw Materials,,582210.0,518126.0
Other Receivables,1199752.0,940580.0,833845.0
Taxes Receivable,2611.0,49902.0,51375.0
Accounts Receivable,129106.0,607340.0,359266.0
Allowance For Doubtful Accounts Receivable,-8917.0,,-8118.0
Gross Accounts Receivable,138023.0,,367384.0
Cash Cash Equivalents And Short Term Investments,8032416.0,324284.0,85922.0
Cash And Cash Equivalents,8032416.0,324284.0,85922.0
Cash Financial,8032416.0,324284.0,85922.0
