,2025-12-31,2024-12-31
Ordinary Shares Number,95559032.0,95458550.0
Share Issued,95559032.0,95458550.0
Total Debt,923423.0,1082975.0
Tangible Book Value,92008216.0,95408781.0
Invested Capital,92008216.0,95408781.0
Working Capital,-4682780.0,-9328385.0
Net Tangible Assets,92008216.0,95408781.0
Capital Lease Obligations,923423.0,1082975.0
Common Stock Equity,92008216.0,95408781.0
Total Capitalization,92008216.0,95408781.0
Total Equity Gross Minority Interest,92008216.0,95408781.0
Stockholders Equity,92008216.0,95408781.0
Gains Losses Not Affecting Retained Earnings,5597203.0,13143191.0
Other Equity Adjustments,174226.0,1595534.0
Foreign Currency Translation Adjustments,5422977.0,11547657.0
Retained Earnings,-178836776.0,-182799158.0
Capital Stock,265247789.0,265064748.0
Common Stock,265247789.0,265064748.0
Total Liabilities Net Minority Interest,22075987.0,32278026.0
Total Non Current Liabilities Net Minority Interest,801542.0,3134477.0
Other Non Current Liabilities,,1690976.0
Long Term Debt And Capital Lease Obligation,801542.0,976884.0
Long Term Capital Lease Obligation,801542.0,976884.0
Long Term Provisions,,466617.0
Current Liabilities,21274445.0,29143549.0
Other Current Liabilities,3466252.0,4695753.0
Current Debt And Capital Lease Obligation,121881.0,106091.0
Current Capital Lease Obligation,121881.0,106091.0
Current Provisions,653358.0,126178.0
Payables And Accrued Expenses,17032954.0,24215527.0
Payables,17032954.0,24215527.0
Other Payable,11273636.0,16619293.0
Accounts Payable,5759318.0,7596234.0
Total Assets,114084203.0,127686807.0
Total Non Current Assets,97492538.0,107871643.0
Net PPE,97492538.0,107871643.0
Gross PPE,97492538.0,107871643.0
Other Properties,97313251.0,107853800.0
Machinery Furniture Equipment,179287.0,17843.0
Current Assets,16591665.0,19815164.0
Other Current Assets,176126.0,44232.0
Hedging Assets Current,174226.0,
Receivables,4333520.0,8327305.0
Other Receivables,11919.0,53485.0
Accounts Receivable,4321601.0,8273820.0
Cash Cash Equivalents And Short Term Investments,11907793.0,11443627.0
Other Short Term Investments,52500.0,52500.0
Cash And Cash Equivalents,11855293.0,11391127.0
Cash Financial,11855293.0,11391127.0
