,2026-04-30,2026-01-31
Ordinary Shares Number,20916173.0,20916173.0
Share Issued,20916173.0,20916173.0
Tangible Book Value,7032434.0,6653861.0
Invested Capital,7196383.0,6826402.0
Working Capital,6910389.0,6582316.0
Net Tangible Assets,7032434.0,6653861.0
Common Stock Equity,7196383.0,6826402.0
Total Capitalization,7196383.0,6826402.0
Total Equity Gross Minority Interest,7196383.0,6826402.0
Stockholders Equity,7196383.0,6826402.0
Retained Earnings,-8544626.0,-6240343.0
Additional Paid In Capital,15720093.0,13046899.0
Capital Stock,20916.0,19846.0
Common Stock,20916.0,19846.0
Preferred Stock,0.0,0.0
Total Liabilities Net Minority Interest,1003296.0,876275.0
Total Non Current Liabilities Net Minority Interest,0.0,0.0
Current Liabilities,1003296.0,876275.0
Other Current Liabilities,473210.0,473256.0
Payables And Accrued Expenses,530086.0,403019.0
Payables,530086.0,403019.0
Dueto Related Parties Current,3722.0,3722.0
Accounts Payable,526364.0,399297.0
Total Assets,8199679.0,7702677.0
Total Non Current Assets,285994.0,244086.0
Non Current Prepaid Assets,12317.0,
Non Current Deferred Assets,0.0,60401.0
Investments And Advances,71328.0,
Long Term Equity Investment,71328.0,
Goodwill And Other Intangible Assets,163949.0,172541.0
Other Intangible Assets,163949.0,172541.0
Net PPE,38400.0,11144.0
Accumulated Depreciation,-10712.0,-7882.0
Gross PPE,49112.0,19026.0
Machinery Furniture Equipment,49112.0,19026.0
Current Assets,7913685.0,7458591.0
Restricted Cash,453974.0,453763.0
Prepaid Assets,609476.0,678114.0
Receivables,2171.0,71326.0
Taxes Receivable,0.0,0.0
Accrued Interest Receivable,2171.0,
Notes Receivable,0.0,71326.0
Cash Cash Equivalents And Short Term Investments,6848064.0,6255388.0
Cash And Cash Equivalents,6848064.0,6255388.0
