,2024-12-31,2024-09-30
Ordinary Shares Number,29912305.0,29912305.0
Share Issued,29912305.0,29912305.0
Net Debt,18550000.0,19758000.0
Total Debt,35764000.0,35782000.0
Tangible Book Value,-11592000.0,-10299000.0
Invested Capital,20977000.0,22054000.0
Working Capital,13140000.0,12494000.0
Net Tangible Assets,-11592000.0,-10299000.0
Capital Lease Obligations,3195000.0,3429000.0
Common Stock Equity,-11592000.0,-10299000.0
Total Capitalization,13972000.0,14970000.0
Total Equity Gross Minority Interest,-11592000.0,-10299000.0
Stockholders Equity,-11592000.0,-10299000.0
Gains Losses Not Affecting Retained Earnings,-768000.0,-881000.0
Other Equity Adjustments,-768000.0,-881000.0
Retained Earnings,-609524000.0,-608118000.0
Additional Paid In Capital,598670000.0,598670000.0
Capital Stock,30000.0,30000.0
Common Stock,30000.0,30000.0
Preferred Stock,0.0,0.0
Total Liabilities Net Minority Interest,40240000.0,42466000.0
Total Non Current Liabilities Net Minority Interest,27802000.0,27801000.0
Long Term Debt And Capital Lease Obligation,27802000.0,27801000.0
Long Term Capital Lease Obligation,2238000.0,2532000.0
Long Term Debt,25564000.0,25269000.0
Current Liabilities,12438000.0,14665000.0
Other Current Liabilities,194000.0,3271000.0
Current Debt And Capital Lease Obligation,7962000.0,7981000.0
Current Capital Lease Obligation,957000.0,897000.0
Current Debt,7005000.0,7084000.0
Other Current Borrowings,7005000.0,7084000.0
Pensionand Other Post Retirement Benefit Plans Current,983000.0,1128000.0
Payables And Accrued Expenses,3299000.0,2285000.0
Current Accrued Expenses,2023000.0,574000.0
Payables,1276000.0,1711000.0
Accounts Payable,1276000.0,1711000.0
Total Assets,28648000.0,32167000.0
Total Non Current Assets,3070000.0,5008000.0
Other Non Current Assets,94000.0,1625000.0
Net PPE,2976000.0,3383000.0
Accumulated Depreciation,-3716000.0,-3861000.0
Gross PPE,6692000.0,7244000.0
Leases,949000.0,1086000.0
Construction In Progress,41000.0,41000.0
Other Properties,2459000.0,2647000.0
Machinery Furniture Equipment,3243000.0,3470000.0
Properties,0.0,0.0
Current Assets,25578000.0,27159000.0
Other Current Assets,641000.0,403000.0
Assets Held For Sale Current,1250000.0,0.0
Restricted Cash,0.0,0.0
Inventory,1790000.0,4191000.0
Finished Goods,21000.0,1632000.0
Work In Process,583000.0,611000.0
Raw Materials,1186000.0,1948000.0
Receivables,7878000.0,9970000.0
Accounts Receivable,7878000.0,9970000.0
Cash Cash Equivalents And Short Term Investments,14019000.0,12595000.0
Other Short Term Investments,0.0,0.0
Cash And Cash Equivalents,14019000.0,12595000.0
