,2026-03-31,2025-09-30,2025-07-31
Ordinary Shares Number,34018333.0,30635000.0,30635000.0
Share Issued,34018333.0,30635000.0,30635000.0
Net Debt,,171939.0,10500.0
Total Debt,,171939.0,10500.0
Tangible Book Value,244826718.0,-41193.0,8073.0
Invested Capital,244826718.0,130746.0,18573.0
Working Capital,766772.0,-192695.0,-16927.0
Net Tangible Assets,244826718.0,-41193.0,8073.0
Common Stock Equity,244826718.0,-41193.0,8073.0
Total Capitalization,244826718.0,-41193.0,8073.0
Total Equity Gross Minority Interest,244826718.0,-41193.0,8073.0
Stockholders Equity,244826718.0,-41193.0,8073.0
Retained Earnings,-7935942.0,-66193.0,-16927.0
Additional Paid In Capital,0.0,24137.0,24137.0
Capital Stock,252762660.0,863.0,863.0
Common Stock,252762660.0,863.0,863.0
Preferred Stock,0.0,0.0,0.0
Total Liabilities Net Minority Interest,8891390.0,192695.0,52427.0
Total Non Current Liabilities Net Minority Interest,8750000.0,0.0,0.0
Non Current Deferred Liabilities,8750000.0,,
Current Liabilities,141390.0,192695.0,52427.0
Current Debt And Capital Lease Obligation,,171939.0,10500.0
Current Debt,,171939.0,10500.0
Other Current Borrowings,,171939.0,10500.0
Payables And Accrued Expenses,141390.0,20756.0,41927.0
Current Accrued Expenses,54959.0,6140.0,41927.0
Payables,86431.0,14616.0,
Dueto Related Parties Current,13427.0,,
Accounts Payable,73004.0,14616.0,
Total Assets,253718108.0,151502.0,60500.0
Total Non Current Assets,252809946.0,151502.0,25000.0
Other Non Current Assets,252761757.0,,
Non Current Prepaid Assets,48189.0,,
Non Current Deferred Assets,,151502.0,25000.0
Current Assets,908162.0,0.0,35500.0
Prepaid Assets,133775.0,0.0,35500.0
Cash Cash Equivalents And Short Term Investments,774387.0,,
Cash And Cash Equivalents,774387.0,,
Cash Financial,774387.0,,
