,2026-03-31,2025-10-31
Ordinary Shares Number,19276667.0,19276667.0
Share Issued,19276667.0,19276667.0
Net Debt,269363.0,53420.0
Total Debt,269363.0,53420.0
Tangible Book Value,-136638.0,-19361.0
Invested Capital,132725.0,34059.0
Working Capital,-695514.0,-131571.0
Net Tangible Assets,-136638.0,-19361.0
Common Stock Equity,-136638.0,-19361.0
Total Capitalization,-136638.0,-19361.0
Total Equity Gross Minority Interest,-136638.0,-19361.0
Stockholders Equity,-136638.0,-19361.0
Retained Earnings,-146638.0,-29361.0
Additional Paid In Capital,9463.0,9329.0
Capital Stock,537.0,671.0
Common Stock,537.0,671.0
Preferred Stock,0.0,0.0
Total Liabilities Net Minority Interest,720514.0,182571.0
Total Non Current Liabilities Net Minority Interest,0.0,0.0
Current Liabilities,720514.0,182571.0
Current Debt And Capital Lease Obligation,269363.0,53420.0
Current Debt,269363.0,53420.0
Other Current Borrowings,269363.0,53420.0
Payables And Accrued Expenses,451151.0,129151.0
Current Accrued Expenses,451151.0,129151.0
Total Assets,583876.0,163210.0
Total Non Current Assets,558876.0,112210.0
Non Current Deferred Assets,558876.0,112210.0
Current Assets,25000.0,51000.0
Prepaid Assets,25000.0,51000.0
