,2025-12-31,2025-06-30,2024-12-31
Ordinary Shares Number,301551615.0,294774236.0,288899687.0
Share Issued,301551615.0,294774236.0,288899687.0
Tangible Book Value,2061740786.0,2072476542.0,2007015376.0
Net Tangible Assets,2061740786.0,2072476542.0,2007015376.0
Common Stock Equity,2061740786.0,2072476542.0,2007015376.0
Total Equity Gross Minority Interest,2061740786.0,2072476542.0,2007015376.0
Stockholders Equity,2061740786.0,2072476542.0,2007015376.0
Retained Earnings,355604190.0,409573451.0,384365199.0
Capital Stock,1706136596.0,1662903091.0,1622650177.0
Common Stock,1706136596.0,1662903091.0,1622650177.0
Total Liabilities Net Minority Interest,139353735.0,46901337.0,40855703.0
Payables,139193095.0,46647646.0,40641590.0
Other Payable,109285258.0,45999950.0,11499452.0
Accounts Payable,29907837.0,647696.0,29142138.0
Total Assets,2201094521.0,2119377879.0,2047871079.0
Investments And Advances,2194567791.0,2116953105.0,2012861073.0
Investmentin Financial Assets,2194567791.0,2116953105.0,2012861073.0
Available For Sale Securities,172050961.0,83511451.0,50850085.0
Financial Assets Designatedas Fair Value Through Profitor Loss Total,2022516830.0,2033441654.0,1962010988.0
Receivables,6200415.0,1941307.0,34720668.0
Taxes Receivable,277696.0,277624.0,285697.0
Cash And Cash Equivalents,41112.0,,
Cash Financial,41112.0,,
Cash Cash Equivalents And Federal Funds Sold,41112.0,,
