,2025-12-31,2025-06-30,2024-12-31
Ordinary Shares Number,89500.0,22994.0,22994.0
Share Issued,89500.0,22994.0,22994.0
Net Debt,12296495.0,10990501.0,4597956.0
Total Debt,12481351.0,11167599.0,5130561.0
Tangible Book Value,32587421.0,23799546.0,26523763.0
Invested Capital,47747219.0,37566232.0,31716296.0
Working Capital,22590408.0,19156111.0,17556073.0
Net Tangible Assets,32587421.0,23799546.0,26523763.0
Common Stock Equity,35265868.0,26398633.0,26585735.0
Total Capitalization,38675226.0,32447733.0,30498939.0
Total Equity Gross Minority Interest,35265868.0,26398633.0,26585735.0
Stockholders Equity,35265868.0,26398633.0,26585735.0
Gains Losses Not Affecting Retained Earnings,858981.0,207760.0,-121792.0
Other Equity Adjustments,858981.0,207760.0,-121792.0
Retained Earnings,6549754.0,7544550.0,8061204.0
Additional Paid In Capital,27837444.0,18641264.0,18641264.0
Capital Stock,19689.0,5059.0,5059.0
Common Stock,19689.0,5059.0,5059.0
Total Liabilities Net Minority Interest,24182470.0,22797047.0,19447468.0
Total Non Current Liabilities Net Minority Interest,3409358.0,6049100.0,3913204.0
Long Term Debt And Capital Lease Obligation,3409358.0,6049100.0,3913204.0
Long Term Debt,3409358.0,6049100.0,3913204.0
Current Liabilities,20773112.0,16747947.0,15534264.0
Current Deferred Liabilities,1573763.0,1302121.0,628067.0
Current Deferred Revenue,1573763.0,1302121.0,628067.0
Current Debt And Capital Lease Obligation,9071993.0,5118499.0,1217357.0
Current Debt,9071993.0,5118499.0,1217357.0
Other Current Borrowings,778103.0,616543.0,161529.0
Line Of Credit,8293890.0,4501956.0,1055828.0
Payables And Accrued Expenses,10127356.0,10327327.0,13688840.0
Current Accrued Expenses,1191559.0,1503114.0,822014.0
Payables,8935797.0,8824213.0,12866826.0
Dueto Related Parties Current,1776888.0,2063754.0,3510165.0
Total Tax Payable,929213.0,1162826.0,1021395.0
Accounts Payable,6229696.0,5597633.0,8335266.0
Total Assets,59448338.0,49195680.0,46033203.0
Total Non Current Assets,16084818.0,13291622.0,12942866.0
Non Current Prepaid Assets,0.0,0.0,3753785.0
Non Current Deferred Assets,78033.0,102907.0,100994.0
Non Current Deferred Taxes Assets,78033.0,102907.0,100994.0
Investments And Advances,193453.0,418784.0,410998.0
Investmentin Financial Assets,,0.0,
Long Term Equity Investment,193453.0,418784.0,410998.0
Goodwill And Other Intangible Assets,2678447.0,2599087.0,61972.0
Other Intangible Assets,2678447.0,2599087.0,61972.0
Net PPE,13134885.0,10170844.0,8615117.0
Accumulated Depreciation,-2328503.0,-2005265.0,-1724095.0
Gross PPE,15463388.0,12176109.0,10339212.0
Construction In Progress,3932974.0,1541868.0,216468.0
Other Properties,6205253.0,6384576.0,6596854.0
Machinery Furniture Equipment,3713303.0,3368099.0,2771569.0
Buildings And Improvements,1611858.0,881566.0,754321.0
Properties,0.0,0.0,0.0
Current Assets,43363520.0,35904058.0,33090337.0
Other Current Assets,4244137.0,3824893.0,
Restricted Cash,251932.0,245277.0,792204.0
Prepaid Assets,7490706.0,9111518.0,9437740.0
Inventory,9725561.0,8909593.0,8836815.0
Inventories Adjustments Allowances,-21397.0,-390810.0,-383545.0
Finished Goods,520088.0,1063019.0,611020.0
Work In Process,1904229.0,1729771.0,1490520.0
Raw Materials,7322641.0,6507613.0,7118820.0
Receivables,16929284.0,13635679.0,13490973.0
Other Receivables,168132.0,184173.0,139505.0
Accounts Receivable,16761152.0,13451506.0,13351468.0
Allowance For Doubtful Accounts Receivable,-374065.0,-264472.0,-259555.0
Gross Accounts Receivable,17135217.0,13715978.0,13611023.0
Cash Cash Equivalents And Short Term Investments,4721900.0,4001991.0,532605.0
Other Short Term Investments,4537044.0,3824893.0,
Cash And Cash Equivalents,184856.0,177098.0,532605.0
