,2026-03-31,2025-09-30
Ordinary Shares Number,26110251.0,25047375.0
Share Issued,26110251.0,25047375.0
Tangible Book Value,3242792.0,-473.0
Invested Capital,3242792.0,-473.0
Working Capital,2618635.0,
Net Tangible Assets,3242792.0,-473.0
Common Stock Equity,3242792.0,-473.0
Total Capitalization,3242792.0,-473.0
Total Equity Gross Minority Interest,3242792.0,-473.0
Stockholders Equity,3242792.0,-473.0
Retained Earnings,-5098166.0,-473.0
Additional Paid In Capital,8338347.0,
Capital Stock,2611.0,0.0
Common Stock,2611.0,0.0
Preferred Stock,0.0,
Total Liabilities Net Minority Interest,3880778.0,473.0
Total Non Current Liabilities Net Minority Interest,0.0,0.0
Current Liabilities,3880778.0,473.0
Payables And Accrued Expenses,3880778.0,473.0
Current Accrued Expenses,41638.0,
Payables,3839140.0,473.0
Dueto Related Parties Current,1081250.0,
Accounts Payable,2757890.0,473.0
Total Assets,7123570.0,0.0
Total Non Current Assets,624157.0,0.0
Net PPE,624157.0,
Gross PPE,624157.0,
Other Properties,606372.0,
Machinery Furniture Equipment,17785.0,
Current Assets,6499413.0,
Prepaid Assets,3364816.0,
Cash Cash Equivalents And Short Term Investments,3134597.0,
Cash And Cash Equivalents,3134597.0,
