,2025-12-31,2025-06-30,2024-12-31
Ordinary Shares Number,830814456.0,878456911.0,830814456.0
Share Issued,830814456.0,878456911.0,830814456.0
Tangible Book Value,297795000.0,298529000.0,296278000.0
Invested Capital,297795000.0,298529000.0,296278000.0
Working Capital,2484000.0,3735000.0,1999000.0
Net Tangible Assets,297795000.0,298529000.0,296278000.0
Common Stock Equity,297795000.0,298529000.0,296278000.0
Total Capitalization,297795000.0,298529000.0,296278000.0
Total Equity Gross Minority Interest,297795000.0,298529000.0,296278000.0
Stockholders Equity,297795000.0,298529000.0,296278000.0
Retained Earnings,-30377000.0,-29431000.0,-28990000.0
Additional Paid In Capital,313154000.0,313592000.0,310977000.0
Capital Stock,13086000.0,12533000.0,12456000.0
Common Stock,13086000.0,12533000.0,12456000.0
Total Liabilities Net Minority Interest,1163000.0,90000.0,1181000.0
Total Non Current Liabilities Net Minority Interest,0.0,0.0,0.0
Current Liabilities,1163000.0,90000.0,1181000.0
Payables,1086000.0,80000.0,1053000.0
Total Tax Payable,41000.0,18000.0,17000.0
Accounts Payable,1045000.0,62000.0,1036000.0
Total Assets,298958000.0,298619000.0,297459000.0
Total Non Current Assets,295311000.0,294794000.0,294279000.0
Net PPE,295311000.0,294794000.0,294279000.0
Accumulated Depreciation,-454000.0,,-449000.0
Gross PPE,295765000.0,294787000.0,294728000.0
Machinery Furniture Equipment,148000.0,,148000.0
Buildings And Improvements,311000.0,,311000.0
Properties,295306000.0,294787000.0,294269000.0
Current Assets,3647000.0,3825000.0,3180000.0
Prepaid Assets,,545000.0,1022000.0
Other Receivables,1087000.0,626000.0,1090000.0
Cash Cash Equivalents And Short Term Investments,2560000.0,3199000.0,2090000.0
Cash And Cash Equivalents,2560000.0,3199000.0,2090000.0
Cash Financial,2560000.0,,2090000.0
