,2025-12-31,2025-06-30,2024-12-31
Ordinary Shares Number,1012774.0,1067000.0,1075000.0
Share Issued,1012774.0,1067000.0,1075000.0
Total Debt,14534379.0,,22231014.0
Tangible Book Value,24585578.0,,13178735.0
Invested Capital,26805074.0,,16888703.0
Working Capital,-16168679.0,,-29759984.0
Net Tangible Assets,24585578.0,,13178735.0
Capital Lease Obligations,12314883.0,,18521046.0
Common Stock Equity,24585578.0,,13178735.0
Total Capitalization,25359090.0,,15232415.0
Total Equity Gross Minority Interest,24585578.0,,13178735.0
Stockholders Equity,24585578.0,,13178735.0
Retained Earnings,9685281.0,,10159335.0
Additional Paid In Capital,14897248.0,,3016900.0
Capital Stock,3049.0,,2500.0
Common Stock,3049.0,,2500.0
Total Liabilities Net Minority Interest,38627503.0,,50107615.0
Total Non Current Liabilities Net Minority Interest,9809192.0,,14368563.0
Tradeand Other Payables Non Current,,,0.0
Long Term Debt And Capital Lease Obligation,9809192.0,,14368563.0
Long Term Capital Lease Obligation,9035680.0,,12314883.0
Long Term Debt,773512.0,,2053680.0
Current Liabilities,28818311.0,,35739052.0
Other Current Liabilities,9465.0,,38474.0
Current Deferred Liabilities,497360.0,,
Current Deferred Revenue,497360.0,,
Current Debt And Capital Lease Obligation,4725187.0,,7862451.0
Current Capital Lease Obligation,3279203.0,,6206163.0
Current Debt,1445984.0,,1656288.0
Other Current Borrowings,1445984.0,,1656288.0
Payables And Accrued Expenses,23586299.0,,27838127.0
Current Accrued Expenses,337635.0,,515122.0
Payables,23248664.0,,27323005.0
Other Payable,891645.0,,1114076.0
Dueto Related Parties Current,21502619.0,,25159271.0
Accounts Payable,854400.0,,1049658.0
Total Assets,63213081.0,,63286350.0
Total Non Current Assets,50563449.0,,57307282.0
Non Current Prepaid Assets,1535959.0,,975000.0
Non Current Deferred Assets,1107701.0,,1864573.0
Net PPE,47919789.0,,54467709.0
Accumulated Depreciation,-22570590.0,,-18880205.0
Gross PPE,70490379.0,,73347914.0
Other Properties,47882.0,,3097142.0
Current Assets,12649632.0,,5979068.0
Other Current Assets,76743.0,,19361.0
Prepaid Assets,7824036.0,,621130.0
Receivables,706192.0,,433371.0
Duefrom Related Parties Current,417873.0,,433371.0
Accounts Receivable,288319.0,,0.0
Cash Cash Equivalents And Short Term Investments,4042661.0,,4905206.0
Other Short Term Investments,0.0,,
Cash And Cash Equivalents,4042661.0,,4905206.0
Cash Financial,4042661.0,,4905206.0
