,2026-03-31,2025-09-30
Ordinary Shares Number,34733333.0,30333333.0
Share Issued,34733333.0,30333333.0
Net Debt,,13320.0
Total Debt,,13320.0
Tangible Book Value,256954186.0,8671.0
Invested Capital,256954186.0,21991.0
Working Capital,2064220.0,-181677.0
Net Tangible Assets,256954186.0,8671.0
Common Stock Equity,256954186.0,8671.0
Total Capitalization,256954186.0,8671.0
Total Equity Gross Minority Interest,256954186.0,8671.0
Stockholders Equity,256954186.0,8671.0
Retained Earnings,1600990.0,-16329.0
Additional Paid In Capital,364880.0,24157.0
Capital Stock,254988316.0,843.0
Common Stock,254988316.0,843.0
Preferred Stock,0.0,0.0
Total Liabilities Net Minority Interest,297169.0,206677.0
Total Non Current Liabilities Net Minority Interest,186374.0,0.0
Non Current Deferred Liabilities,186374.0,
Current Liabilities,110795.0,206677.0
Current Debt And Capital Lease Obligation,,13320.0
Current Debt,,13320.0
Other Current Borrowings,,13320.0
Payables And Accrued Expenses,110795.0,193357.0
Current Accrued Expenses,75000.0,193357.0
Payables,35795.0,
Accounts Payable,35795.0,
Total Assets,257251355.0,215348.0
Total Non Current Assets,255076340.0,190348.0
Other Non Current Assets,254987373.0,
Non Current Prepaid Assets,88967.0,
Non Current Deferred Assets,0.0,190348.0
Current Assets,2175015.0,25000.0
Prepaid Assets,192446.0,25000.0
Cash Cash Equivalents And Short Term Investments,1982569.0,
Cash And Cash Equivalents,1982569.0,
Cash Financial,1982569.0,
