,2025-09-30,2025-03-31
Ordinary Shares Number,6900000.0,6900000.0
Share Issued,6900000.0,6900000.0
Net Debt,275239.0,2022364.0
Total Debt,3532170.0,3858386.0
Tangible Book Value,4677001.0,3859433.0
Invested Capital,7948413.0,7756916.0
Working Capital,961974.0,1826557.0
Net Tangible Assets,4677001.0,3859433.0
Capital Lease Obligations,343912.0,55262.0
Common Stock Equity,4760155.0,3953792.0
Total Capitalization,4820356.0,4130968.0
Total Equity Gross Minority Interest,4760155.0,3953792.0
Stockholders Equity,4760155.0,3953792.0
Gains Losses Not Affecting Retained Earnings,-38168.0,-57702.0
Other Equity Adjustments,-38168.0,-57702.0
Retained Earnings,-1768370.0,1150922.0
Additional Paid In Capital,6566686.0,2860566.0
Capital Stock,7.0,6.0
Common Stock,7.0,6.0
Preferred Stock,0.0,0.0
Total Liabilities Net Minority Interest,8938618.0,8272167.0
Total Non Current Liabilities Net Minority Interest,223321.0,197017.0
Long Term Debt And Capital Lease Obligation,223321.0,197017.0
Long Term Capital Lease Obligation,163120.0,19841.0
Long Term Debt,60201.0,177176.0
Current Liabilities,8715297.0,8075150.0
Current Deferred Liabilities,163.0,76674.0
Current Deferred Revenue,163.0,76674.0
Current Debt And Capital Lease Obligation,3308849.0,3661369.0
Current Capital Lease Obligation,180792.0,35421.0
Current Debt,3128057.0,3625948.0
Other Current Borrowings,873527.0,1138591.0
Line Of Credit,2254530.0,2487357.0
Payables And Accrued Expenses,5406285.0,4337107.0
Current Accrued Expenses,525508.0,
Payables,4880777.0,4337107.0
Other Payable,947859.0,840656.0
Total Tax Payable,1863597.0,1647183.0
Income Tax Payable,1129433.0,1108823.0
Accounts Payable,2069321.0,1849268.0
Total Assets,13698773.0,12225959.0
Total Non Current Assets,4021502.0,2324252.0
Other Non Current Assets,300000.0,128157.0
Non Current Deferred Assets,0.0,301890.0
Non Current Deferred Taxes Assets,0.0,301890.0
Non Current Accounts Receivable,1944014.0,1013309.0
Goodwill And Other Intangible Assets,83154.0,94359.0
Other Intangible Assets,83154.0,94359.0
Net PPE,1694334.0,786537.0
Accumulated Depreciation,-128399.0,-97565.0
Gross PPE,1822733.0,884102.0
Leases,157403.0,154416.0
Construction In Progress,688299.0,600596.0
Other Properties,287540.0,53278.0
Machinery Furniture Equipment,77278.0,75812.0
Buildings And Improvements,612213.0,
Properties,0.0,0.0
Current Assets,9677271.0,9901707.0
Current Deferred Assets,52960.0,861698.0
Restricted Cash,198413.0,66490.0
Prepaid Assets,1033044.0,42753.0
Inventory,214989.0,375230.0
Receivables,5264846.0,6774776.0
Other Receivables,1920783.0,4837544.0
Loans Receivable,640257.0,
Accounts Receivable,2703806.0,1937232.0
Allowance For Doubtful Accounts Receivable,-618524.0,-152868.0
Gross Accounts Receivable,3322330.0,2090100.0
Cash Cash Equivalents And Short Term Investments,2913019.0,1780760.0
Cash And Cash Equivalents,2913019.0,1780760.0
Cash Financial,2913019.0,1780760.0
