,2025-11-30,2025-05-31,2024-11-30
Ordinary Shares Number,1537498.0,656250.0,656250.0
Share Issued,1537498.0,656250.0,656250.0
Total Debt,2673340.0,3126477.0,2787239.0
Tangible Book Value,90281501.0,64641861.0,64605255.0
Invested Capital,92288366.0,66893630.0,67098702.0
Working Capital,90320142.0,64658709.0,64576951.0
Net Tangible Assets,90281501.0,64641861.0,64605255.0
Capital Lease Obligations,666475.0,874708.0,293792.0
Common Stock Equity,90281501.0,64641861.0,64605255.0
Total Capitalization,91786844.0,66399627.0,66618083.0
Total Equity Gross Minority Interest,90281501.0,64641861.0,64605255.0
Stockholders Equity,90281501.0,64641861.0,64605255.0
Other Equity Interest,-10852353.0,,
Gains Losses Not Affecting Retained Earnings,5501.0,,0.0
Other Equity Adjustments,5501.0,,
Retained Earnings,-3468920.0,14743261.0,14706655.0
Additional Paid In Capital,104594842.0,49897579.0,49897579.0
Capital Stock,2431.0,1021.0,1021.0
Common Stock,2431.0,1021.0,1021.0
Total Liabilities Net Minority Interest,5109662.0,8497197.0,7124051.0
Total Non Current Liabilities Net Minority Interest,1672522.0,2154012.0,2012828.0
Long Term Debt And Capital Lease Obligation,1672522.0,2154012.0,2012828.0
Long Term Capital Lease Obligation,167179.0,396246.0,0.0
Long Term Debt,1505343.0,1757766.0,2012828.0
Current Liabilities,3437140.0,6343185.0,5111223.0
Current Deferred Liabilities,0.0,0.0,128400.0
Current Deferred Revenue,0.0,0.0,128400.0
Current Debt And Capital Lease Obligation,1000818.0,972465.0,774411.0
Current Capital Lease Obligation,499296.0,478462.0,293792.0
Current Debt,501522.0,494003.0,480619.0
Other Current Borrowings,501522.0,494003.0,480619.0
Payables And Accrued Expenses,2436322.0,5370720.0,4208412.0
Current Accrued Expenses,840553.0,1241111.0,1217029.0
Payables,1595769.0,4129609.0,2991383.0
Dueto Related Parties Current,,1138226.0,0.0
Total Tax Payable,1536569.0,2932183.0,2932183.0
Accounts Payable,59200.0,59200.0,59200.0
Total Assets,95391163.0,73139058.0,71729306.0
Total Non Current Assets,1633881.0,2137164.0,2041132.0
Non Current Prepaid Assets,500000.0,0.0,500000.0
Non Current Deferred Assets,440388.0,1242087.0,1159587.0
Non Current Deferred Taxes Assets,440388.0,1242087.0,1159587.0
Net PPE,693493.0,895077.0,381545.0
Accumulated Depreciation,-1302128.0,-1290091.0,-1285740.0
Gross PPE,1995621.0,2185168.0,1667285.0
Other Properties,666475.0,871101.0,353218.0
Machinery Furniture Equipment,1329146.0,1314067.0,1314067.0
Current Assets,93757282.0,71001894.0,69688174.0
Restricted Cash,0.0,,391056.0
Prepaid Assets,1573771.0,1481424.0,1845980.0
Receivables,24715288.0,3636594.0,3915291.0
Other Receivables,1080000.0,391421.0,364.0
Duefrom Related Parties Current,21264851.0,0.0,1556765.0
Accounts Receivable,2370437.0,3245173.0,2358162.0
Allowance For Doubtful Accounts Receivable,-2585954.0,-7527799.0,-7027799.0
Gross Accounts Receivable,4956391.0,10772972.0,9385961.0
Cash Cash Equivalents And Short Term Investments,67468223.0,65883876.0,63535847.0
Cash And Cash Equivalents,67468223.0,65883876.0,63535847.0
Cash Financial,67468223.0,,63535847.0
