,2026-03-31,2025-09-30,2025-03-31,2024-09-30
Ordinary Shares Number,282184741.0,282184741.0,282184741.0,249728822.0
Share Issued,282184741.0,282184741.0,282184741.0,249728822.0
Net Debt,,98500000.0,,42900000.0
Total Debt,42007100.0,255300000.0,210825000.0,239100000.0
Tangible Book Value,3825500000.0,3747400000.0,3671634000.0,3153900000.0
Invested Capital,3866107100.0,3996800000.0,3884763000.0,3370200000.0
Working Capital,1025129500.0,1477000000.0,2263599000.0,1419300000.0
Net Tangible Assets,3825500000.0,3747400000.0,3671634000.0,3153900000.0
Capital Lease Obligations,41800000.0,50200000.0,64554000.0,73400000.0
Common Stock Equity,3865900000.0,3791700000.0,3738492000.0,3204500000.0
Total Capitalization,3866107100.0,3996800000.0,3884763000.0,3370200000.0
Total Equity Gross Minority Interest,5052900000.0,4952000000.0,4832640000.0,4255900000.0
Minority Interest,1187000000.0,1160300000.0,1094148000.0,1051400000.0
Stockholders Equity,3865900000.0,3791700000.0,3738492000.0,3204500000.0
Other Equity Interest,3577200000.0,3503000000.0,36021000.0,2964500000.0
Retained Earnings,,,1971358000.0,
Additional Paid In Capital,,,823468000.0,
Capital Stock,288700000.0,288700000.0,288693000.0,240000000.0
Common Stock,288700000.0,288700000.0,288693000.0,240000000.0
Total Liabilities Net Minority Interest,757900000.0,841600000.0,964872000.0,1061300000.0
Total Non Current Liabilities Net Minority Interest,527100000.0,595200000.0,265809000.0,561800000.0
Other Non Current Liabilities,449404900.0,23800000.0,15000000.0,22500000.0
Non Current Deferred Taxes Liabilities,0.0,0.0,0.0,700000.0
Long Term Debt And Capital Lease Obligation,42007100.0,255300000.0,191660000.0,239100000.0
Long Term Capital Lease Obligation,41800000.0,50200000.0,45389000.0,73400000.0
Long Term Debt,207100.0,205100000.0,146271000.0,165700000.0
Long Term Provisions,35500000.0,38500000.0,36925000.0,29500000.0
Current Liabilities,230800000.0,246400000.0,699063000.0,499500000.0
Current Debt And Capital Lease Obligation,,,19165000.0,
Current Capital Lease Obligation,,,19165000.0,
Current Debt,,,0.0,
Payables,230800000.0,246400000.0,462514000.0,499500000.0
Other Payable,137800000.0,158200000.0,73338000.0,423100000.0
Total Tax Payable,1000000.0,6300000.0,167000.0,3500000.0
Accounts Payable,92000000.0,81900000.0,389009000.0,72900000.0
Total Assets,5810800000.0,5793600000.0,5797512000.0,5317200000.0
Total Non Current Assets,3289373900.0,4070200000.0,2834850000.0,3398400000.0
Other Non Current Assets,625100.0,802000000.0,50400000.0,456900000.0
Non Current Deferred Taxes Assets,45000000.0,45000000.0,48980000.0,44700000.0
Investmentin Financial Assets,1283600000.0,1229100000.0,551680000.0,1001500000.0
Held To Maturity Securities,,,0.0,
Available For Sale Securities,1283600000.0,1229100000.0,119459000.0,1001500000.0
Financial Assets Designatedas Fair Value Through Profitor Loss Total,,,432221000.0,
Long Term Equity Investment,1479600000.0,1349000000.0,1189328000.0,1138100000.0
Investmentsin Associatesat Cost,1479600000.0,1349000000.0,1189328000.0,1138100000.0
Investment Properties,405300000.0,409800000.0,482581000.0,496800000.0
Goodwill And Other Intangible Assets,40400000.0,44300000.0,66858000.0,50600000.0
Other Intangible Assets,38500000.0,42400000.0,45166000.0,46900000.0
Goodwill,1900000.0,1900000.0,21692000.0,3700000.0
Net PPE,34848800.0,191000000.0,445023000.0,209800000.0
Accumulated Depreciation,,,-66472000.0,
Gross PPE,34848800.0,191000000.0,511495000.0,209800000.0
Construction In Progress,,,237455000.0,
Other Properties,34848800.0,191000000.0,56776000.0,209800000.0
Machinery Furniture Equipment,,,193312000.0,
Buildings And Improvements,,,18008000.0,
Land And Improvements,,,5944000.0,
Properties,,,0.0,
Current Assets,1255929500.0,1723400000.0,2962662000.0,1918800000.0
Other Current Assets,,,6910000.0,
Prepaid Assets,,,574491000.0,
Inventory,233800000.0,178000000.0,126438000.0,129400000.0
Other Inventories,,,126187000.0,
Raw Materials,,,251000.0,
Other Receivables,924100000.0,907400000.0,1252296000.0,961300000.0
Taxes Receivable,,39400000.0,24797000.0,21700000.0
Accounts Receivable,429500.0,480200000.0,621185000.0,577200000.0
Allowance For Doubtful Accounts Receivable,,,-26309000.0,
Gross Accounts Receivable,,,647494000.0,
Cash Cash Equivalents And Short Term Investments,97600000.0,118400000.0,356545000.0,229200000.0
Other Short Term Investments,9200000.0,11800000.0,46848000.0,106400000.0
Cash And Cash Equivalents,88400000.0,106600000.0,309697000.0,122800000.0
Cash Equivalents,,,90000000.0,
Cash Financial,,,219697000.0,
