,2026-03-31,2025-09-30,2025-03-31,2024-09-30
Ordinary Shares Number,83503000.0,83503000.0,83503000.0,83503000.0
Share Issued,83503000.0,83503000.0,83503000.0,83503000.0
Net Debt,1883262000.0,1571529000.0,1699639000.0,1368530000.0
Total Debt,1977845000.0,1680351000.0,1807292000.0,1511738000.0
Tangible Book Value,4362849000.0,5142288000.0,4895633000.0,4637753000.0
Invested Capital,6275171000.0,6749692000.0,6623157000.0,6064031000.0
Working Capital,566269000.0,568503000.0,537524000.0,677275000.0
Net Tangible Assets,5145334000.0,5142288000.0,4895633000.0,4637753000.0
Capital Lease Obligations,67651000.0,75606000.0,82829000.0,89889000.0
Common Stock Equity,4364977000.0,5144947000.0,4898694000.0,4642182000.0
Preferred Stock Equity,782485000.0,,,
Total Capitalization,5500026000.0,5277705000.0,5076236000.0,4875767000.0
Total Equity Gross Minority Interest,5146338000.0,5145700000.0,4899380000.0,4645884000.0
Minority Interest,-1124000.0,753000.0,686000.0,3702000.0
Stockholders Equity,5147462000.0,5144947000.0,4898694000.0,4642182000.0
Other Equity Interest,4281474000.0,5061444000.0,-1000.0,4558679000.0
Retained Earnings,,,3513399000.0,
Additional Paid In Capital,,,452900000.0,
Capital Stock,865988000.0,83503000.0,83503000.0,83503000.0
Common Stock,83503000.0,83503000.0,83503000.0,83503000.0
Preferred Stock,782485000.0,0.0,,0.0
Total Liabilities Net Minority Interest,3163057000.0,2625800000.0,2627264000.0,2429958000.0
Total Non Current Liabilities Net Minority Interest,572306000.0,368968000.0,445187000.0,580011000.0
Other Non Current Liabilities,5000.0,1000.0,-1000.0,
Non Current Pension And Other Postretirement Benefit Plans,,,11250000.0,
Non Current Deferred Taxes Liabilities,158642000.0,161750000.0,188399000.0,259235000.0
Long Term Debt And Capital Lease Obligation,397602000.0,193967000.0,245539000.0,309191000.0
Long Term Capital Lease Obligation,45038000.0,61209000.0,67997000.0,75606000.0
Long Term Debt,352564000.0,132758000.0,177542000.0,233585000.0
Long Term Provisions,16057000.0,13250000.0,,11585000.0
Current Liabilities,2590751000.0,2256832000.0,2182077000.0,1849947000.0
Other Current Liabilities,96417000.0,47023000.0,12025000.0,53929000.0
Current Deferred Taxes Liabilities,7056000.0,134463000.0,46786000.0,
Current Debt And Capital Lease Obligation,1580243000.0,1486384000.0,1561753000.0,1202547000.0
Current Capital Lease Obligation,22613000.0,14397000.0,14832000.0,14283000.0
Current Debt,1557630000.0,1471987000.0,1546921000.0,1188264000.0
Pensionand Other Post Retirement Benefit Plans Current,,,7626000.0,
Current Provisions,5534000.0,8436000.0,,7519000.0
Payables,361424000.0,304511000.0,449890000.0,445047000.0
Other Payable,,,124478000.0,
Dividends Payable,,,3133000.0,
Total Tax Payable,,,,47204000.0
Accounts Payable,361424000.0,304511000.0,322279000.0,397843000.0
Total Assets,8309395000.0,7771500000.0,7526644000.0,7075842000.0
Total Non Current Assets,5152375000.0,4946165000.0,4807043000.0,4548620000.0
Other Non Current Assets,57818000.0,36353000.0,,22377000.0
Non Current Prepaid Assets,22622000.0,4432000.0,53924000.0,
Non Current Deferred Taxes Assets,152000.0,,,
Investmentin Financial Assets,2847406000.0,2596012000.0,2362552000.0,2067646000.0
Available For Sale Securities,2847406000.0,2596012000.0,15523000.0,2067646000.0
Financial Assets Designatedas Fair Value Through Profitor Loss Total,,,2347029000.0,
Long Term Equity Investment,0.0,0.0,0.0,0.0
Investments In Other Ventures Under Equity Method,0.0,0.0,0.0,
Goodwill And Other Intangible Assets,2128000.0,2659000.0,3061000.0,4429000.0
Other Intangible Assets,2128000.0,2659000.0,3061000.0,4429000.0
Net PPE,2219241000.0,2305291000.0,2386645000.0,2448700000.0
Accumulated Depreciation,,,-2242271000.0,
Gross PPE,2219241000.0,2305291000.0,4628916000.0,2448700000.0
Construction In Progress,44340000.0,,,
Other Properties,2174901000.0,2305291000.0,,2448700000.0
Machinery Furniture Equipment,,,3615592000.0,
Buildings And Improvements,,,660168000.0,
Land And Improvements,,,353156000.0,
Properties,,,0.0,
Current Assets,3157020000.0,2825335000.0,2719601000.0,2527222000.0
Other Current Assets,132944000.0,124975000.0,,105097000.0
Hedging Assets Current,,,2535000.0,
Restricted Cash,,,3163000.0,
Prepaid Assets,,,72676000.0,
Inventory,773642000.0,906037000.0,999212000.0,792103000.0
Other Inventories,,,95024000.0,
Finished Goods,,,301199000.0,
Work In Process,,,302393000.0,
Raw Materials,,,300596000.0,
Other Receivables,2369000.0,2410000.0,129642000.0,1451000.0
Taxes Receivable,,,49287000.0,
Accounts Receivable,1146988000.0,1006184000.0,944471000.0,954079000.0
Allowance For Doubtful Accounts Receivable,,,-16065000.0,
Gross Accounts Receivable,,,960536000.0,
Cash Cash Equivalents And Short Term Investments,1101077000.0,785729000.0,518615000.0,674492000.0
Other Short Term Investments,1074145000.0,752513000.0,493791000.0,621173000.0
Cash And Cash Equivalents,26932000.0,33216000.0,24824000.0,53319000.0
Cash Financial,,,24824000.0,
