,2026-03-31,2025-09-30,2025-06-30
Ordinary Shares Number,24047994.0,20978128.0,20978128.0
Share Issued,24047994.0,20978128.0,20978128.0
Net Debt,,168687.0,35420.0
Total Debt,,190603.0,35420.0
Tangible Book Value,161577136.0,-31210.0,-3197.0
Invested Capital,161577136.0,159393.0,32223.0
Working Capital,291430.0,-370308.0,-86708.0
Net Tangible Assets,161577136.0,-31210.0,-3197.0
Common Stock Equity,161577136.0,-31210.0,-3197.0
Total Capitalization,161577136.0,-31210.0,-3197.0
Total Equity Gross Minority Interest,161577136.0,-31210.0,-3197.0
Stockholders Equity,161577136.0,-31210.0,-3197.0
Retained Earnings,-11784250.0,-56210.0,-28197.0
Additional Paid In Capital,0.0,24425.0,24425.0
Capital Stock,173361386.0,575.0,575.0
Common Stock,173361386.0,575.0,575.0
Preferred Stock,0.0,0.0,0.0
Total Liabilities Net Minority Interest,12455715.0,392224.0,102131.0
Total Non Current Liabilities Net Minority Interest,12075000.0,0.0,0.0
Tradeand Other Payables Non Current,12075000.0,,
Current Liabilities,380715.0,392224.0,102131.0
Current Debt And Capital Lease Obligation,,190603.0,35420.0
Current Debt,,190603.0,35420.0
Other Current Borrowings,,190603.0,35420.0
Current Notes Payable,,190603.0,35420.0
Payables And Accrued Expenses,380715.0,201621.0,66711.0
Current Accrued Expenses,380715.0,201621.0,66711.0
Total Assets,174032851.0,361014.0,98934.0
Total Non Current Assets,173360706.0,339098.0,83511.0
Other Non Current Assets,173360706.0,,
Non Current Deferred Assets,0.0,339098.0,83511.0
Current Assets,672145.0,21916.0,15423.0
Prepaid Assets,171652.0,0.0,15423.0
Receivables,192493.0,,
Duefrom Related Parties Current,192493.0,,
Cash Cash Equivalents And Short Term Investments,308000.0,21916.0,
Cash And Cash Equivalents,308000.0,21916.0,
Cash Equivalents,308000.0,,
