,2026-03-31,2025-12-31
Ordinary Shares Number,48338641.0,27365000.0
Share Issued,48338641.0,27365000.0
Net Debt,1025400000.0,934900000.0
Total Debt,1823100000.0,2066100000.0
Tangible Book Value,612500000.0,200600000.0
Invested Capital,2742200000.0,2591100000.0
Working Capital,1466000000.0,1635500000.0
Net Tangible Assets,612500000.0,200600000.0
Capital Lease Obligations,102600000.0,102400000.0
Common Stock Equity,1021700000.0,627400000.0
Total Capitalization,2742200000.0,2591100000.0
Total Equity Gross Minority Interest,1021700000.0,627400000.0
Stockholders Equity,1021700000.0,627400000.0
Gains Losses Not Affecting Retained Earnings,-200000.0,400000.0
Other Equity Adjustments,-200000.0,400000.0
Retained Earnings,-270500000.0,-150600000.0
Additional Paid In Capital,1292300000.0,777600000.0
Capital Stock,100000.0,0.0
Common Stock,100000.0,0.0
Preferred Stock,0.0,0.0
Total Liabilities Net Minority Interest,2125600000.0,2817700000.0
Total Non Current Liabilities Net Minority Interest,1882500000.0,2520600000.0
Other Non Current Liabilities,55400000.0,58100000.0
Derivative Product Liabilities,,336700000.0
Non Current Deferred Liabilities,4300000.0,60200000.0
Non Current Deferred Revenue,4300000.0,15600000.0
Long Term Debt And Capital Lease Obligation,1822800000.0,2065600000.0
Long Term Capital Lease Obligation,102300000.0,101900000.0
Long Term Debt,1720500000.0,1963700000.0
Current Liabilities,243100000.0,297100000.0
Other Current Liabilities,44700000.0,55500000.0
Current Deferred Liabilities,70500000.0,76600000.0
Current Deferred Revenue,70500000.0,76600000.0
Current Debt And Capital Lease Obligation,300000.0,500000.0
Current Capital Lease Obligation,300000.0,500000.0
Payables And Accrued Expenses,127600000.0,164500000.0
Current Accrued Expenses,105600000.0,130200000.0
Interest Payable,11300000.0,3300000.0
Payables,22000000.0,34300000.0
Total Tax Payable,600000.0,800000.0
Income Tax Payable,600000.0,800000.0
Accounts Payable,21400000.0,33500000.0
Total Assets,3147300000.0,3445100000.0
Total Non Current Assets,1438200000.0,1512500000.0
Other Non Current Assets,12800000.0,30500000.0
Non Current Prepaid Assets,91300000.0,77900000.0
Non Current Accounts Receivable,109500000.0,109500000.0
Goodwill And Other Intangible Assets,409200000.0,426800000.0
Other Intangible Assets,409200000.0,426800000.0
Net PPE,815400000.0,867800000.0
Gross PPE,815400000.0,867800000.0
Other Properties,815400000.0,867800000.0
Current Assets,1709100000.0,1932600000.0
Other Current Assets,10900000.0,17600000.0
Assets Held For Sale Current,1800000.0,1900000.0
Prepaid Assets,43000000.0,54100000.0
Inventory,314900000.0,348800000.0
Finished Goods,5400000.0,3800000.0
Work In Process,146300000.0,187700000.0
Raw Materials,163200000.0,157300000.0
Receivables,173700000.0,217900000.0
Other Receivables,500000.0,33200000.0
Taxes Receivable,72100000.0,73100000.0
Accrued Interest Receivable,4300000.0,3300000.0
Accounts Receivable,96800000.0,108300000.0
Cash Cash Equivalents And Short Term Investments,1164800000.0,1292300000.0
Other Short Term Investments,469700000.0,263500000.0
Cash And Cash Equivalents,695100000.0,1028800000.0
