,2026-03-31,2025-09-30,2025-06-30
Ordinary Shares Number,29525000.0,28775000.0,25700000.0
Share Issued,29525000.0,28775000.0,25700000.0
Net Debt,,,39720.0
Total Debt,,,39720.0
Tangible Book Value,236282582.0,231642775.0,10486.0
Invested Capital,236282582.0,231642775.0,50206.0
Working Capital,577897.0,46435.0,-106925.0
Net Tangible Assets,236282582.0,231642775.0,10486.0
Common Stock Equity,236282582.0,231642775.0,10486.0
Total Capitalization,236282582.0,231642775.0,10486.0
Total Equity Gross Minority Interest,236282582.0,231642775.0,10486.0
Stockholders Equity,236282582.0,231642775.0,10486.0
Other Equity Interest,,-971902.0,
Retained Earnings,625500.0,209856.0,-14514.0
Additional Paid In Capital,0.0,910371.0,24425.0
Capital Stock,235657082.0,231494450.0,575.0
Common Stock,235657082.0,231494450.0,575.0
Preferred Stock,0.0,0.0,0.0
Total Liabilities Net Minority Interest,152844.0,104825.0,161225.0
Total Non Current Liabilities Net Minority Interest,0.0,0.0,0.0
Current Liabilities,152844.0,104825.0,161225.0
Current Deferred Liabilities,10.0,,
Current Debt And Capital Lease Obligation,,,39720.0
Current Debt,,,39720.0
Other Current Borrowings,,,39720.0
Payables And Accrued Expenses,152834.0,104825.0,121505.0
Current Accrued Expenses,75000.0,104825.0,121505.0
Payables,77834.0,,
Accounts Payable,77834.0,,
Total Assets,236435426.0,231747600.0,171711.0
Total Non Current Assets,235704685.0,231596340.0,117411.0
Other Non Current Assets,235656429.0,231493797.0,
Non Current Prepaid Assets,48256.0,102543.0,
Non Current Deferred Assets,,,117411.0
Current Assets,730741.0,151260.0,54300.0
Prepaid Assets,191458.0,151260.0,54300.0
Cash Cash Equivalents And Short Term Investments,539283.0,,
Cash And Cash Equivalents,539283.0,,
Cash Financial,539283.0,,
