,2025-06-30
Ordinary Shares Number,203378727.0
Share Issued,203378727.0
Net Debt,17223000.0
Total Debt,83610000.0
Tangible Book Value,-5027000.0
Invested Capital,445364000.0
Working Capital,64001000.0
Net Tangible Assets,-5027000.0
Capital Lease Obligations,18196000.0
Common Stock Equity,379950000.0
Total Capitalization,445364000.0
Total Equity Gross Minority Interest,379950000.0
Stockholders Equity,379950000.0
Gains Losses Not Affecting Retained Earnings,33528000.0
Other Equity Adjustments,14722000.0
Foreign Currency Translation Adjustments,18806000.0
Retained Earnings,194363000.0
Capital Stock,152059000.0
Common Stock,152059000.0
Total Liabilities Net Minority Interest,221292000.0
Total Non Current Liabilities Net Minority Interest,112883000.0
Tradeand Other Payables Non Current,449000.0
Non Current Deferred Liabilities,32569000.0
Non Current Deferred Revenue,2126000.0
Non Current Deferred Taxes Liabilities,30443000.0
Long Term Debt And Capital Lease Obligation,78926000.0
Long Term Capital Lease Obligation,13512000.0
Long Term Debt,65414000.0
Long Term Provisions,939000.0
Current Liabilities,108409000.0
Current Deferred Liabilities,42650000.0
Current Deferred Revenue,34471000.0
Current Deferred Taxes Liabilities,8179000.0
Current Debt And Capital Lease Obligation,4684000.0
Current Capital Lease Obligation,4684000.0
Current Provisions,29117000.0
Payables And Accrued Expenses,31958000.0
Payables,31958000.0
Other Payable,25436000.0
Accounts Payable,6522000.0
Total Assets,601242000.0
Total Non Current Assets,428832000.0
Other Non Current Assets,1312000.0
Non Current Deferred Assets,11099000.0
Non Current Deferred Taxes Assets,11099000.0
Investments And Advances,2148000.0
Long Term Equity Investment,2148000.0
Investmentsin Associatesat Cost,2148000.0
Goodwill And Other Intangible Assets,384977000.0
Other Intangible Assets,114811000.0
Goodwill,270166000.0
Net PPE,29296000.0
Accumulated Depreciation,-62005000.0
Gross PPE,91301000.0
Leases,3874000.0
Other Properties,37311000.0
Machinery Furniture Equipment,50116000.0
Current Assets,172410000.0
Other Current Assets,54969000.0
Prepaid Assets,8264000.0
Receivables,60986000.0
Receivables Adjustments Allowances,-3204000.0
Other Receivables,1071000.0
Accounts Receivable,63119000.0
Cash Cash Equivalents And Short Term Investments,48191000.0
Cash And Cash Equivalents,48191000.0
Cash Financial,48191000.0
