,2025-12-31,2025-06-30,2024-12-31
Ordinary Shares Number,1608266.0,980127.0,2796.0
Share Issued,1608266.0,980127.0,2796.0
Tangible Book Value,18447000.0,15678000.0,2402000.0
Invested Capital,20994000.0,18375000.0,5286000.0
Working Capital,12417000.0,15668000.0,2392000.0
Net Tangible Assets,18447000.0,15678000.0,2402000.0
Common Stock Equity,20994000.0,18375000.0,5286000.0
Total Capitalization,20994000.0,18375000.0,5286000.0
Total Equity Gross Minority Interest,20994000.0,18375000.0,5286000.0
Stockholders Equity,20994000.0,18375000.0,5286000.0
Retained Earnings,-8401000.0,-5243000.0,-5066000.0
Additional Paid In Capital,29395000.0,23618000.0,10352000.0
Capital Stock,0.0,0.0,0.0
Common Stock,0.0,0.0,0.0
Total Liabilities Net Minority Interest,443000.0,364000.0,261000.0
Total Non Current Liabilities Net Minority Interest,0.0,0.0,0.0
Preferred Securities Outside Stock Equity,,,0.0
Current Liabilities,443000.0,364000.0,261000.0
Other Current Liabilities,,70000.0,
Pensionand Other Post Retirement Benefit Plans Current,149000.0,45000.0,45000.0
Payables And Accrued Expenses,294000.0,249000.0,216000.0
Current Accrued Expenses,294000.0,,216000.0
Payables,,249000.0,
Other Payable,,249000.0,
Total Assets,21437000.0,18739000.0,5547000.0
Total Non Current Assets,8577000.0,2707000.0,2894000.0
Non Current Prepaid Assets,6018000.0,,0.0
Non Current Deferred Assets,,,0.0
Goodwill And Other Intangible Assets,2547000.0,2697000.0,2884000.0
Net PPE,12000.0,10000.0,10000.0
Current Assets,12860000.0,16032000.0,2653000.0
Other Current Assets,396000.0,204000.0,99000.0
Cash Cash Equivalents And Short Term Investments,12464000.0,15828000.0,2554000.0
Other Short Term Investments,11158000.0,,0.0
Cash And Cash Equivalents,1306000.0,15828000.0,2554000.0
