,2025-09-30,2025-03-31
Ordinary Shares Number,4880.0,1513.0
Share Issued,4880.0,1513.0
Net Debt,10911234.0,11038962.0
Total Debt,11428572.0,11414243.0
Tangible Book Value,46775668.0,49418535.0
Invested Capital,59823099.0,66457990.0
Working Capital,25868811.0,17476128.0
Net Tangible Assets,46775668.0,49418535.0
Capital Lease Obligations,,2719.0
Common Stock Equity,48394527.0,55046466.0
Total Capitalization,54819587.0,61461228.0
Total Equity Gross Minority Interest,50952686.0,57338952.0
Minority Interest,2558159.0,2292486.0
Stockholders Equity,48394527.0,55046466.0
Other Equity Interest,-7800.0,-7800.0
Gains Losses Not Affecting Retained Earnings,-3049453.0,-3617592.0
Other Equity Adjustments,-3049453.0,-3617592.0
Retained Earnings,-30520902.0,-23223955.0
Additional Paid In Capital,81240651.0,81668806.0
Capital Stock,732031.0,227007.0
Common Stock,732031.0,227007.0
Total Liabilities Net Minority Interest,18106992.0,21274484.0
Total Non Current Liabilities Net Minority Interest,6425060.0,6424999.0
Liabilities Heldfor Sale Non Current,0.0,10237.0
Long Term Debt And Capital Lease Obligation,6425060.0,6414762.0
Long Term Debt,6425060.0,6414762.0
Current Liabilities,11681932.0,14849485.0
Other Current Liabilities,,7718422.0
Current Deferred Liabilities,160687.0,103596.0
Current Deferred Revenue,160687.0,103596.0
Current Debt And Capital Lease Obligation,5003512.0,4999481.0
Current Capital Lease Obligation,,2719.0
Current Debt,5003512.0,4996762.0
Other Current Borrowings,,1413866.0
Line Of Credit,5003512.0,3582896.0
Payables And Accrued Expenses,6517733.0,2027986.0
Current Accrued Expenses,223699.0,876198.0
Payables,6294034.0,1151788.0
Other Payable,369080.0,
Dueto Related Parties Current,5190680.0,905638.0
Total Tax Payable,453109.0,85626.0
Income Tax Payable,104808.0,85626.0
Accounts Payable,281165.0,160524.0
Total Assets,69059678.0,78613436.0
Total Non Current Assets,31508935.0,46287823.0
Other Non Current Assets,1405.0,1348642.0
Non Current Prepaid Assets,8075552.0,2492343.0
Non Current Deferred Assets,0.0,946573.0
Non Current Deferred Taxes Assets,0.0,946573.0
Duefrom Related Parties Non Current,0.0,6565231.0
Non Current Note Receivables,69051.0,
Non Current Accounts Receivable,904943.0,6565231.0
Investments And Advances,11004115.0,14274167.0
Long Term Equity Investment,11004115.0,14274167.0
Investments In Other Ventures Under Equity Method,11004115.0,14274167.0
Goodwill And Other Intangible Assets,1618859.0,5627931.0
Other Intangible Assets,1618859.0,3906030.0
Goodwill,0.0,1721901.0
Net PPE,9835010.0,15032936.0
Accumulated Depreciation,-92716.0,-76278.0
Gross PPE,9927726.0,15109214.0
Construction In Progress,9782541.0,14968900.0
Other Properties,,2030.0
Machinery Furniture Equipment,145185.0,138284.0
Current Assets,37550743.0,32325613.0
Other Current Assets,49250.0,861393.0
Assets Held For Sale Current,0.0,6138634.0
Restricted Cash,0.0,0.0
Prepaid Assets,9388766.0,10957494.0
Inventory,381144.0,4794839.0
Inventories Adjustments Allowances,,-50352.0
Finished Goods,70624.0,4404291.0
Work In Process,0.0,30455.0
Raw Materials,310520.0,410445.0
Receivables,27214245.0,9200691.0
Other Receivables,7569341.0,
Duefrom Related Parties Current,388.0,2369174.0
Taxes Receivable,450.0,
Notes Receivable,19806.0,169521.0
Loans Receivable,8162251.0,
Accounts Receivable,11462009.0,6661996.0
Allowance For Doubtful Accounts Receivable,-280407.0,-134868.0
Gross Accounts Receivable,11742416.0,6796864.0
Cash Cash Equivalents And Short Term Investments,517338.0,372562.0
Other Short Term Investments,0.0,0.0
Cash And Cash Equivalents,517338.0,372562.0
