,2026-03-31
Ordinary Shares Number,45214588.0
Share Issued,45214588.0
Net Debt,206100000.0
Total Debt,284029000.0
Tangible Book Value,108382000.0
Invested Capital,1060131000.0
Working Capital,262253000.0
Net Tangible Assets,108382000.0
Common Stock Equity,776102000.0
Total Capitalization,1055649000.0
Total Equity Gross Minority Interest,776102000.0
Stockholders Equity,776102000.0
Gains Losses Not Affecting Retained Earnings,-33328000.0
Other Equity Adjustments,-33328000.0
Additional Paid In Capital,808978000.0
Capital Stock,452000.0
Common Stock,452000.0
Total Liabilities Net Minority Interest,650491000.0
Total Non Current Liabilities Net Minority Interest,348730000.0
Other Non Current Liabilities,35484000.0
Non Current Deferred Liabilities,33699000.0
Non Current Deferred Taxes Liabilities,33699000.0
Long Term Debt And Capital Lease Obligation,279547000.0
Long Term Debt,279547000.0
Current Liabilities,301761000.0
Current Debt And Capital Lease Obligation,4482000.0
Current Debt,4482000.0
Payables And Accrued Expenses,297279000.0
Current Accrued Expenses,220948000.0
Payables,76331000.0
Accounts Payable,76331000.0
Total Assets,1426593000.0
Total Non Current Assets,862579000.0
Other Non Current Assets,31911000.0
Non Current Deferred Assets,1336000.0
Non Current Deferred Taxes Assets,1336000.0
Non Current Note Receivables,0.0
Goodwill And Other Intangible Assets,667720000.0
Other Intangible Assets,169019000.0
Goodwill,498701000.0
Net PPE,161612000.0
Current Assets,564014000.0
Other Current Assets,66493000.0
Inventory,208187000.0
Finished Goods,34500000.0
Work In Process,66181000.0
Raw Materials,107506000.0
Receivables,211405000.0
Accounts Receivable,211405000.0
Allowance For Doubtful Accounts Receivable,-8902000.0
Gross Accounts Receivable,220307000.0
Cash Cash Equivalents And Short Term Investments,77929000.0
Cash And Cash Equivalents,77929000.0
