,2025-12-31,2025-06-30
Treasury Shares Number,2146320.0,2144366.0
Ordinary Shares Number,523488180.0,523490134.0
Share Issued,525634500.0,
Tangible Book Value,508420000000.0,498907000000.0
Invested Capital,893332000000.0,841981000000.0
Working Capital,312270000000.0,312960000000.0
Net Tangible Assets,508420000000.0,498907000000.0
Common Stock Equity,893332000000.0,
Total Capitalization,893332000000.0,841981000000.0
Total Equity Gross Minority Interest,893332000000.0,
Stockholders Equity,893332000000.0,841981000000.0
Other Equity Interest,38118000000.0,
Treasury Stock,5585000000.0,5724000000.0
Retained Earnings,406321000000.0,372227000000.0
Additional Paid In Capital,427733000000.0,427711000000.0
Capital Stock,26745000000.0,
Common Stock,26745000000.0,26745000000.0
Total Liabilities Net Minority Interest,214528000000.0,224530000000.0
Total Non Current Liabilities Net Minority Interest,33450000000.0,46634000000.0
Other Non Current Liabilities,6086000000.0,
Non Current Pension And Other Postretirement Benefit Plans,280000000.0,281000000.0
Non Current Deferred Taxes Liabilities,387000000.0,389000000.0
Long Term Provisions,4414000000.0,7359000000.0
Current Liabilities,181078000000.0,177896000000.0
Other Current Liabilities,33595000000.0,46825000000.0
Current Provisions,3938000000.0,
Payables,134709000000.0,114843000000.0
Total Tax Payable,9668000000.0,6109000000.0
Accounts Payable,125041000000.0,108734000000.0
Total Assets,1107860000000.0,1066511000000.0
Total Non Current Assets,614512000000.0,575654000000.0
Other Non Current Assets,9349000000.0,9437000000.0
Defined Pension Benefit,21164000000.0,
Non Current Deferred Taxes Assets,32052000000.0,39235000000.0
Investmentin Financial Assets,16566000000.0,
Available For Sale Securities,16566000000.0,
Long Term Equity Investment,9244000000.0,
Goodwill And Other Intangible Assets,384912000000.0,
Other Intangible Assets,201415000000.0,165191000000.0
Goodwill,183497000000.0,177883000000.0
Net PPE,141225000000.0,125413000000.0
Current Assets,493348000000.0,490856000000.0
Other Current Assets,24880000000.0,
Inventory,67440000000.0,
Accounts Receivable,181205000000.0,158706000000.0
Cash Cash Equivalents And Short Term Investments,219823000000.0,
Other Short Term Investments,1054000000.0,
Cash And Cash Equivalents,218769000000.0,234603000000.0
