,2026-03-31,2025-09-30,2025-05-31
Ordinary Shares Number,23870000.0,20780000.0,20780000.0
Share Issued,23870000.0,20780000.0,20780000.0
Net Debt,191549.0,150902.0,
Total Debt,896740.0,235420.0,10420.0
Tangible Book Value,167593233.0,-29964.0,8318.0
Invested Capital,168489973.0,205456.0,18738.0
Working Capital,-173151.0,-402276.0,-98542.0
Net Tangible Assets,167593233.0,-29964.0,8318.0
Common Stock Equity,167593233.0,-29964.0,8318.0
Total Capitalization,167593233.0,-29964.0,8318.0
Total Equity Gross Minority Interest,167593233.0,-29964.0,8318.0
Stockholders Equity,167593233.0,-29964.0,8318.0
Retained Earnings,-7025271.0,-54964.0,-16682.0
Additional Paid In Capital,0.0,24425.0,24233.0
Capital Stock,174618504.0,575.0,767.0
Common Stock,174618504.0,575.0,767.0
Preferred Stock,0.0,0.0,0.0
Total Liabilities Net Minority Interest,7922594.0,486794.0,123542.0
Total Non Current Liabilities Net Minority Interest,6900000.0,0.0,0.0
Tradeand Other Payables Non Current,6900000.0,,
Current Liabilities,1022594.0,486794.0,123542.0
Current Deferred Liabilities,0.0,,
Current Debt And Capital Lease Obligation,896740.0,235420.0,10420.0
Current Debt,896740.0,235420.0,10420.0
Other Current Borrowings,896740.0,235420.0,10420.0
Payables And Accrued Expenses,125854.0,251374.0,113122.0
Current Accrued Expenses,125854.0,251374.0,113122.0
Total Assets,175515827.0,456830.0,131860.0
Total Non Current Assets,174666384.0,372312.0,106860.0
Other Non Current Assets,174617842.0,,
Non Current Prepaid Assets,48542.0,,
Non Current Deferred Assets,,372312.0,106860.0
Current Assets,849443.0,84518.0,25000.0
Prepaid Assets,144252.0,,
Cash Cash Equivalents And Short Term Investments,705191.0,84518.0,25000.0
Cash And Cash Equivalents,705191.0,84518.0,25000.0
Cash Financial,705191.0,84518.0,25000.0
