,2025-12-31,2024-12-31
Treasury Shares Number,686.0,821.0
Ordinary Shares Number,725565.0,266691.0
Share Issued,726251.0,267512.0
Net Debt,65358342.0,19808036.0
Total Debt,66478047.0,22085779.0
Tangible Book Value,-64549231.0,-6540311.0
Invested Capital,75611243.0,24534525.0
Working Capital,-52686715.0,3086647.0
Net Tangible Assets,-64549231.0,-6540311.0
Capital Lease Obligations,83087.0,347832.0
Common Stock Equity,9216283.0,2796578.0
Total Capitalization,21243962.0,22168631.0
Total Equity Gross Minority Interest,15179665.0,2796578.0
Minority Interest,5963382.0,
Stockholders Equity,9216283.0,2796578.0
Other Equity Interest,12857481.0,2039743.0
Gains Losses Not Affecting Retained Earnings,176186.0,786331.0
Fixed Assets Revaluation Reserve,0.0,
Foreign Currency Translation Adjustments,176186.0,786331.0
Treasury Stock,1029.0,305000.0
Retained Earnings,-44573666.0,-70278189.0
Additional Paid In Capital,39668135.0,70152421.0
Capital Stock,1089176.0,401272.0
Common Stock,1089176.0,401272.0
Total Liabilities Net Minority Interest,88209893.0,28584785.0
Total Non Current Liabilities Net Minority Interest,26328309.0,22126830.0
Other Non Current Liabilities,,71515.0
Tradeand Other Payables Non Current,,2201070.0
Non Current Deferred Liabilities,14300630.0,316039.0
Non Current Deferred Taxes Liabilities,14300630.0,316039.0
Long Term Debt And Capital Lease Obligation,12027679.0,19538206.0
Long Term Capital Lease Obligation,,166153.0
Long Term Debt,12027679.0,19372053.0
Current Liabilities,61881584.0,6457955.0
Other Current Liabilities,241315.0,486687.0
Current Deferred Liabilities,0.0,
Current Deferred Revenue,0.0,
Current Debt And Capital Lease Obligation,54450368.0,2547573.0
Current Capital Lease Obligation,83087.0,181679.0
Current Debt,54367281.0,2365894.0
Other Current Borrowings,52761553.0,2365894.0
Current Notes Payable,1605728.0,
Pensionand Other Post Retirement Benefit Plans Current,129468.0,
Payables And Accrued Expenses,7060433.0,3423695.0
Current Accrued Expenses,,1704949.0
Payables,7060433.0,1718746.0
Other Payable,60771.0,69095.0
Dueto Related Parties Current,132258.0,547446.0
Total Tax Payable,46733.0,74614.0
Accounts Payable,6820671.0,1027591.0
Total Assets,103389558.0,31381363.0
Total Non Current Assets,94194689.0,21836761.0
Non Current Prepaid Assets,,25453.0
Duefrom Related Parties Non Current,,10842105.0
Non Current Accounts Receivable,,10842105.0
Investments And Advances,15983415.0,
Investmentin Financial Assets,11287.0,
Available For Sale Securities,11287.0,
Long Term Equity Investment,15972128.0,
Investmentsin Joint Venturesat Cost,15972128.0,
Goodwill And Other Intangible Assets,73765514.0,9336889.0
Other Intangible Assets,71631255.0,9055855.0
Goodwill,2134259.0,281034.0
Net PPE,4445760.0,1632314.0
Accumulated Depreciation,,-307082.0
Gross PPE,4445760.0,1939396.0
Construction In Progress,1546021.0,
Other Properties,94062.0,1939396.0
Machinery Furniture Equipment,1036045.0,
Land And Improvements,1769632.0,
Properties,0.0,
Current Assets,9194869.0,9544602.0
Prepaid Assets,162158.0,31316.0
Inventory,3985203.0,4844773.0
Finished Goods,3977873.0,918602.0
Raw Materials,7330.0,3926171.0
Receivables,3971805.0,2738602.0
Other Receivables,1450760.0,808795.0
Duefrom Related Parties Current,11713.0,
Taxes Receivable,1619532.0,
Accounts Receivable,889800.0,1929807.0
Cash Cash Equivalents And Short Term Investments,1075703.0,1929911.0
Other Short Term Investments,39085.0,
Cash And Cash Equivalents,1036618.0,1929911.0
Cash Equivalents,,1004117.0
Cash Financial,1036618.0,925794.0
