,2025-12-31,2025-06-30,2024-12-31
Ordinary Shares Number,2013958.0,2013958.0,2013958.0
Share Issued,2013958.0,2013958.0,2013958.0
Total Debt,28589982.0,33164576.0,15347407.0
Tangible Book Value,51437832.0,18016947.0,9903153.0
Invested Capital,59519054.0,26497401.0,18774415.0
Working Capital,31088908.0,885474.0,-1062719.0
Net Tangible Assets,51437832.0,18016947.0,9903153.0
Capital Lease Obligations,20508760.0,24684122.0,6476145.0
Common Stock Equity,51437832.0,18016947.0,9903153.0
Total Capitalization,51437832.0,18016947.0,9903153.0
Total Equity Gross Minority Interest,51437832.0,18016947.0,9903153.0
Stockholders Equity,51437832.0,18016947.0,9903153.0
Gains Losses Not Affecting Retained Earnings,-437941.0,-270523.0,-350409.0
Other Equity Adjustments,-437941.0,-270523.0,-350409.0
Retained Earnings,10499726.0,13256274.0,5222366.0
Additional Paid In Capital,41376047.0,5031196.0,5031196.0
Capital Stock,0.0,0.0,0.0
Common Stock,0.0,0.0,0.0
Total Liabilities Net Minority Interest,64583380.0,62025824.0,47143875.0
Total Non Current Liabilities Net Minority Interest,10495629.0,15077420.0,3639802.0
Long Term Debt And Capital Lease Obligation,10495629.0,15077420.0,3639802.0
Long Term Capital Lease Obligation,10495629.0,15077420.0,3639802.0
Current Liabilities,54087751.0,46948404.0,43504073.0
Current Deferred Liabilities,18852163.0,3660937.0,8731290.0
Current Deferred Revenue,18852163.0,3660937.0,8731290.0
Current Debt And Capital Lease Obligation,18094353.0,18087156.0,11707605.0
Current Capital Lease Obligation,10013131.0,9606702.0,2836343.0
Current Debt,8081222.0,8480454.0,8871262.0
Line Of Credit,8081222.0,8480454.0,8871262.0
Pensionand Other Post Retirement Benefit Plans Current,1229975.0,494593.0,468236.0
Current Provisions,671907.0,1910748.0,1600643.0
Payables And Accrued Expenses,15239353.0,22794970.0,20996299.0
Current Accrued Expenses,1305939.0,2406196.0,722392.0
Payables,13933414.0,20388774.0,20273907.0
Other Payable,459609.0,444732.0,107594.0
Dueto Related Parties Current,971214.0,9545479.0,11558995.0
Total Tax Payable,1697670.0,1446289.0,0.0
Income Tax Payable,1697670.0,,0.0
Accounts Payable,10804921.0,8952274.0,8607318.0
Total Assets,116021212.0,80042771.0,57047028.0
Total Non Current Assets,30844553.0,32208893.0,14605674.0
Non Current Prepaid Assets,9343311.0,5977230.0,6982110.0
Non Current Deferred Assets,941459.0,760511.0,850181.0
Non Current Deferred Taxes Assets,941459.0,760511.0,850181.0
Net PPE,20559783.0,25471152.0,6773383.0
Accumulated Depreciation,-5550642.0,-5339422.0,-5081087.0
Gross PPE,26110425.0,30810574.0,11854470.0
Leases,1989709.0,1960250.0,1899106.0
Machinery Furniture Equipment,5141738.0,5296389.0,4788528.0
Buildings And Improvements,18978978.0,23553935.0,5166836.0
Properties,0.0,0.0,0.0
Current Assets,85176659.0,47833878.0,42441354.0
Other Current Assets,477652.0,159524.0,807895.0
Current Deferred Assets,0.0,5558741.0,5137874.0
Prepaid Assets,7407069.0,4964291.0,3693799.0
Receivables,22582802.0,25853416.0,18954854.0
Taxes Receivable,0.0,0.0,93358.0
Accounts Receivable,22582802.0,25853416.0,18861496.0
Allowance For Doubtful Accounts Receivable,-7023628.0,-6709706.0,-6263876.0
Gross Accounts Receivable,29606430.0,32563122.0,25125372.0
Cash Cash Equivalents And Short Term Investments,54709136.0,11297906.0,13846932.0
Cash And Cash Equivalents,54709136.0,11297906.0,13846932.0
