,2025-09-30,2025-03-31
Ordinary Shares Number,25243763.0,22993763.0
Share Issued,25243763.0,22993763.0
Total Debt,229384.0,237675.0
Tangible Book Value,10881844.0,4557950.0
Invested Capital,10881844.0,4557950.0
Working Capital,10648253.0,4397682.0
Net Tangible Assets,10881844.0,4557950.0
Capital Lease Obligations,229384.0,237675.0
Common Stock Equity,10881844.0,4557950.0
Total Capitalization,10881844.0,4557950.0
Total Equity Gross Minority Interest,10881844.0,4557950.0
Stockholders Equity,10881844.0,4557950.0
Other Equity Interest,63617004.0,80339545.0
Gains Losses Not Affecting Retained Earnings,5122240.0,5124499.0
Other Equity Adjustments,5126150.0,5126150.0
Foreign Currency Translation Adjustments,-3910.0,-1651.0
Retained Earnings,-112476321.0,-106596680.0
Additional Paid In Capital,54608823.0,25689436.0
Capital Stock,10098.0,1150.0
Common Stock,10098.0,1150.0
Total Liabilities Net Minority Interest,4203236.0,1685212.0
Total Non Current Liabilities Net Minority Interest,48293.0,110867.0
Preferred Securities Outside Stock Equity,,0.0
Long Term Debt And Capital Lease Obligation,48293.0,110867.0
Long Term Capital Lease Obligation,48293.0,110867.0
Current Liabilities,4154943.0,1574345.0
Current Deferred Liabilities,611260.0,505424.0
Current Deferred Revenue,611260.0,505424.0
Current Debt And Capital Lease Obligation,181091.0,126808.0
Current Capital Lease Obligation,181091.0,126808.0
Payables And Accrued Expenses,3362592.0,942113.0
Current Accrued Expenses,2712794.0,695022.0
Payables,649798.0,247091.0
Other Payable,12118.0,11852.0
Dueto Related Parties Current,0.0,34579.0
Total Tax Payable,,0.0
Income Tax Payable,,0.0
Accounts Payable,637680.0,200660.0
Total Assets,15085080.0,6243162.0
Total Non Current Assets,281884.0,271135.0
Non Current Prepaid Assets,,45463.0
Net PPE,281884.0,271135.0
Accumulated Depreciation,,-130613.0
Gross PPE,281884.0,401748.0
Construction In Progress,59247.0,45463.0
Machinery Furniture Equipment,,5038.0
Buildings And Improvements,222637.0,351247.0
Properties,0.0,0.0
Current Assets,14803196.0,5972027.0
Current Deferred Assets,800000.0,
Restricted Cash,383400.0,399400.0
Prepaid Assets,8509397.0,415705.0
Receivables,3259726.0,2045781.0
Other Receivables,283.0,651236.0
Accrued Interest Receivable,5137.0,
Loans Receivable,759004.0,
Accounts Receivable,2495302.0,1394545.0
Allowance For Doubtful Accounts Receivable,-18394.0,0.0
Gross Accounts Receivable,2513696.0,1394545.0
Cash Cash Equivalents And Short Term Investments,1850673.0,3111141.0
Cash And Cash Equivalents,1850673.0,3111141.0
