,2025-09-30,2025-03-31
Ordinary Shares Number,41428283.0,39498371.0
Share Issued,41428283.0,39498371.0
Total Debt,118449.0,212689.0
Tangible Book Value,35062488.0,36558529.0
Invested Capital,35062488.0,36558529.0
Working Capital,34805737.0,36286064.0
Net Tangible Assets,35062488.0,36558529.0
Capital Lease Obligations,118449.0,212689.0
Common Stock Equity,35062488.0,36558529.0
Total Capitalization,35062488.0,36558529.0
Total Equity Gross Minority Interest,35062488.0,36558529.0
Stockholders Equity,35062488.0,36558529.0
Gains Losses Not Affecting Retained Earnings,9259661.0,24115481.0
Other Equity Adjustments,9259661.0,24115481.0
Treasury Stock,435943.0,435943.0
Retained Earnings,-14670942.0,-28030528.0
Additional Paid In Capital,40905569.0,40905569.0
Capital Stock,4143.0,3950.0
Common Stock,4143.0,3950.0
Total Liabilities Net Minority Interest,378708307.0,210213086.0
Total Non Current Liabilities Net Minority Interest,0.0,22868.0
Long Term Debt And Capital Lease Obligation,0.0,22868.0
Long Term Capital Lease Obligation,0.0,22868.0
Current Liabilities,378708307.0,210190218.0
Current Debt And Capital Lease Obligation,118449.0,189821.0
Current Capital Lease Obligation,118449.0,189821.0
Current Notes Payable,,0.0
Payables And Accrued Expenses,378589858.0,210000397.0
Payables,378589858.0,210000397.0
Other Payable,214423661.0,144778199.0
Dueto Related Parties Current,42476346.0,11162929.0
Total Tax Payable,226096.0,226096.0
Accounts Payable,121463755.0,53833173.0
Total Assets,413770795.0,246771615.0
Total Non Current Assets,256751.0,295333.0
Non Current Prepaid Assets,111059.0,57229.0
Net PPE,145692.0,238104.0
Accumulated Depreciation,-262233.0,-169914.0
Gross PPE,407925.0,408018.0
Leases,,347020.0
Machinery Furniture Equipment,60995.0,60998.0
Buildings And Improvements,346930.0,347020.0
Properties,0.0,0.0
Current Assets,413514044.0,246476282.0
Other Current Assets,,-771.0
Prepaid Assets,102932.0,657438.0
Inventory,378969693.0,221162809.0
Finished Goods,378969693.0,221162809.0
Receivables,55617.0,3957288.0
Receivables Adjustments Allowances,0.0,0.0
Other Receivables,55617.0,3957288.0
Cash Cash Equivalents And Short Term Investments,34385802.0,20699518.0
Other Short Term Investments,24248598.0,13779649.0
Cash And Cash Equivalents,10137204.0,6919869.0
Cash Financial,10137204.0,6919869.0
