,2025-11-30,2024-11-30
Treasury Shares Number,758436.0,
Ordinary Shares Number,19029064.0,19787500.0
Share Issued,19787500.0,19787500.0
Total Debt,1098000.0,1546000.0
Tangible Book Value,3982000.0,5461000.0
Invested Capital,4016000.0,5881000.0
Working Capital,3409000.0,4706000.0
Net Tangible Assets,3982000.0,5461000.0
Capital Lease Obligations,1064000.0,1126000.0
Common Stock Equity,3982000.0,5461000.0
Total Capitalization,3982000.0,5494000.0
Total Equity Gross Minority Interest,3982000.0,5461000.0
Stockholders Equity,3982000.0,5461000.0
Gains Losses Not Affecting Retained Earnings,5000.0,-269000.0
Other Equity Adjustments,5000.0,-269000.0
Treasury Stock,804000.0,
Retained Earnings,-3429000.0,-2479000.0
Additional Paid In Capital,8200000.0,8199000.0
Capital Stock,10000.0,10000.0
Common Stock,10000.0,10000.0
Total Liabilities Net Minority Interest,1991000.0,2470000.0
Total Non Current Liabilities Net Minority Interest,1005000.0,1061000.0
Long Term Debt And Capital Lease Obligation,1005000.0,1061000.0
Long Term Capital Lease Obligation,1005000.0,1028000.0
Long Term Debt,,33000.0
Current Liabilities,986000.0,1409000.0
Current Debt And Capital Lease Obligation,93000.0,485000.0
Current Capital Lease Obligation,59000.0,98000.0
Current Debt,34000.0,387000.0
Other Current Borrowings,34000.0,387000.0
Payables And Accrued Expenses,893000.0,924000.0
Payables,893000.0,924000.0
Dueto Related Parties Current,0.0,0.0
Total Tax Payable,9000.0,9000.0
Income Tax Payable,9000.0,9000.0
Accounts Payable,884000.0,915000.0
Total Assets,5973000.0,7931000.0
Total Non Current Assets,1578000.0,1815000.0
Net PPE,1578000.0,1815000.0
Accumulated Depreciation,-3988000.0,-5527000.0
Gross PPE,5566000.0,7342000.0
Other Properties,851000.0,2182000.0
Machinery Furniture Equipment,3300000.0,5160000.0
Land And Improvements,1415000.0,
Properties,0.0,
Current Assets,4395000.0,6115000.0
Other Current Assets,,-1000.0
Inventory,266000.0,293000.0
Finished Goods,266000.0,293000.0
Receivables,1933000.0,2109000.0
Other Receivables,397000.0,358000.0
Accounts Receivable,1536000.0,1751000.0
Allowance For Doubtful Accounts Receivable,-140000.0,-282000.0
Gross Accounts Receivable,1676000.0,2033000.0
Cash Cash Equivalents And Short Term Investments,2196000.0,3714000.0
Cash And Cash Equivalents,2196000.0,3714000.0
