,2026-02-28,2025-11-30,2025-05-31,2025-02-28
Ordinary Shares Number,29320000.0,25570000.0,25570000.0,25570000.0
Share Issued,29320000.0,25570000.0,25570000.0,25570000.0
Net Debt,,299568.0,160634.0,140004.0
Total Debt,,300000.0,202101.0,157101.0
Tangible Book Value,221295131.0,-173666.0,-72132.0,-48945.0
Invested Capital,221295131.0,126334.0,129969.0,108156.0
Working Capital,716662.0,-512915.0,-200666.0,-177479.0
Net Tangible Assets,221295131.0,-173666.0,-72132.0,-48945.0
Common Stock Equity,221295131.0,-173666.0,-72132.0,-48945.0
Total Capitalization,221295131.0,-173666.0,-72132.0,-48945.0
Total Equity Gross Minority Interest,221295131.0,-173666.0,-72132.0,-48945.0
Stockholders Equity,221295131.0,-173666.0,-72132.0,-48945.0
Retained Earnings,-10167357.0,-205666.0,-97132.0,-73945.0
Additional Paid In Capital,0.0,31425.0,24425.0,24425.0
Capital Stock,231462488.0,575.0,575.0,575.0
Common Stock,231462488.0,575.0,575.0,575.0
Preferred Stock,0.0,0.0,0.0,0.0
Total Liabilities Net Minority Interest,11129546.0,538347.0,242133.0,194576.0
Total Non Current Liabilities Net Minority Interest,10950000.0,0.0,0.0,0.0
Non Current Deferred Liabilities,10950000.0,,,
Current Liabilities,179546.0,538347.0,242133.0,194576.0
Current Debt And Capital Lease Obligation,,300000.0,202101.0,157101.0
Current Debt,,300000.0,202101.0,157101.0
Other Current Borrowings,,300000.0,202101.0,157101.0
Payables And Accrued Expenses,179546.0,238347.0,40032.0,37475.0
Current Accrued Expenses,177784.0,226433.0,40032.0,37475.0
Payables,1762.0,11914.0,,
Dueto Related Parties Current,1762.0,11914.0,,
Total Assets,232424677.0,364681.0,170001.0,145631.0
Total Non Current Assets,231528469.0,339249.0,128534.0,128534.0
Other Non Current Assets,231461856.0,,,
Non Current Prepaid Assets,66613.0,,,
Non Current Deferred Assets,0.0,339249.0,128534.0,128534.0
Current Assets,896208.0,25432.0,41467.0,17097.0
Prepaid Assets,178108.0,25000.0,,
Cash Cash Equivalents And Short Term Investments,718100.0,432.0,41467.0,17097.0
Cash And Cash Equivalents,718100.0,432.0,41467.0,17097.0
Cash Financial,718100.0,432.0,41467.0,17097.0
