,2025-12-31,2025-06-30,2024-12-31
Ordinary Shares Number,22912360.0,14567316.0,1362593.0
Share Issued,22912360.0,14567316.0,1362593.0
Total Debt,50038464.0,57901270.0,7751444.0
Tangible Book Value,2690757695.0,2868285287.0,1583811665.0
Invested Capital,2739650724.0,2924401583.0,1589080665.0
Working Capital,2693653812.0,2864877758.0,1580172173.0
Net Tangible Assets,2690757695.0,2868285287.0,1583811665.0
Capital Lease Obligations,1145435.0,1784974.0,2482444.0
Common Stock Equity,2690757695.0,2868285287.0,1583811665.0
Total Capitalization,2690757695.0,2868285287.0,1583811665.0
Total Equity Gross Minority Interest,2695931546.0,2867711938.0,1582988414.0
Minority Interest,5173851.0,-573349.0,-823251.0
Stockholders Equity,2690757695.0,2868285287.0,1583811665.0
Gains Losses Not Affecting Retained Earnings,-31375680.0,-5412170.0,1732010.0
Other Equity Adjustments,-31375680.0,-5412170.0,1732010.0
Retained Earnings,-265992349.0,28127573.0,-209744309.0
Additional Paid In Capital,2859114967.0,2762112463.0,1783988461.0
Capital Stock,129010757.0,83457421.0,7835503.0
Common Stock,129010757.0,83457421.0,7835503.0
Total Liabilities Net Minority Interest,82767392.0,81498802.0,31908797.0
Total Non Current Liabilities Net Minority Interest,0.0,255401.0,1037221.0
Derivative Product Liabilities,,,0.0
Long Term Debt And Capital Lease Obligation,0.0,255401.0,1037221.0
Long Term Capital Lease Obligation,0.0,255401.0,1037221.0
Current Liabilities,82767392.0,81243401.0,30871576.0
Current Deferred Liabilities,5483268.0,570812.0,2950665.0
Current Deferred Revenue,5483268.0,570812.0,2950665.0
Current Debt And Capital Lease Obligation,50038464.0,57645869.0,6714223.0
Current Capital Lease Obligation,1145435.0,1529573.0,1445223.0
Current Debt,48893029.0,56116296.0,5269000.0
Other Current Borrowings,48893029.0,56116296.0,5269000.0
Payables And Accrued Expenses,27245660.0,23026720.0,21206688.0
Payables,27245660.0,23026720.0,21206688.0
Other Payable,6143858.0,9248493.0,7653197.0
Total Tax Payable,229059.0,115081.0,147597.0
Income Tax Payable,0.0,0.0,5922.0
Accounts Payable,20872743.0,13663146.0,13405894.0
Total Assets,2778698938.0,2949210740.0,1614897211.0
Total Non Current Assets,2277734.0,3089581.0,3853462.0
Non Current Prepaid Assets,0.0,320098.0,320098.0
Non Current Deferred Assets,,,0.0
Non Current Deferred Taxes Assets,,,0.0
Investments And Advances,600000.0,600000.0,600000.0
Long Term Equity Investment,600000.0,600000.0,600000.0
Goodwill And Other Intangible Assets,,,0.0
Net PPE,1677734.0,2169483.0,2933364.0
Accumulated Depreciation,-3435165.0,-3325567.0,-3209052.0
Gross PPE,5112899.0,5495050.0,6142416.0
Other Properties,3974526.0,4445510.0,5092876.0
Machinery Furniture Equipment,1138373.0,1049540.0,1049540.0
Current Assets,2776421204.0,2946121159.0,1611043749.0
Other Current Assets,,7339399.0,9671579.0
Prepaid Assets,8514583.0,,9122086.0
Inventory,117743.0,591387.0,765683.0
Inventories Adjustments Allowances,-675697.0,-850926.0,-850926.0
Finished Goods,4483.0,4542.0,76899.0
Raw Materials,788957.0,1437771.0,1539710.0
Receivables,25248224.0,26237429.0,24020858.0
Receivables Adjustments Allowances,-2050000.0,,0.0
Other Receivables,1503790.0,,549493.0
Notes Receivable,3638300.0,,0.0
Accounts Receivable,22156134.0,26237429.0,23471365.0
Allowance For Doubtful Accounts Receivable,-5513270.0,-3441300.0,-4030967.0
Gross Accounts Receivable,27669404.0,29678729.0,27502332.0
Cash Cash Equivalents And Short Term Investments,2742540654.0,2911952944.0,1577135122.0
Other Short Term Investments,899151784.0,1315644112.0,725664686.0
Cash And Cash Equivalents,1843388870.0,1596308832.0,851470436.0
Cash Financial,1843388870.0,,851470436.0
