,2026-03-31,2025-12-31,2025-09-30,2024-12-31
Ordinary Shares Number,96080735.0,96109927.0,94565652.0,94565652.0
Share Issued,96080735.0,96109927.0,94565652.0,94565652.0
Net Debt,780878000.0,774912000.0,1201576000.0,1174950000.0
Total Debt,967450000.0,962504000.0,1313972000.0,1309263000.0
Tangible Book Value,-248179000.0,-262766000.0,-683313000.0,-693688000.0
Invested Capital,1431724000.0,1419863000.0,1368874000.0,1362735000.0
Working Capital,63955000.0,48066000.0,-14075000.0,-1140000.0
Net Tangible Assets,-248179000.0,-262766000.0,-683313000.0,-693688000.0
Capital Lease Obligations,135346000.0,128764000.0,112205000.0,108182000.0
Common Stock Equity,599620000.0,586123000.0,167107000.0,161654000.0
Total Capitalization,1416594000.0,1405152000.0,1346703000.0,1346734000.0
Total Equity Gross Minority Interest,599620000.0,586123000.0,167107000.0,161654000.0
Stockholders Equity,599620000.0,586123000.0,167107000.0,161654000.0
Retained Earnings,-629343000.0,-631060000.0,-602370000.0,-583956000.0
Additional Paid In Capital,1228867000.0,1217087000.0,,745540000.0
Capital Stock,96000.0,96000.0,769477000.0,70000.0
Common Stock,96000.0,96000.0,769477000.0,70000.0
Total Partnership Capital,,,167107000.0,161654000.0
Limited Partnership Capital,,,769477000.0,745610000.0
Total Liabilities Net Minority Interest,1163733000.0,1178434000.0,1522753000.0,1508910000.0
Total Non Current Liabilities Net Minority Interest,1005800000.0,999240000.0,1342761000.0,1335250000.0
Other Non Current Liabilities,37443000.0,34740000.0,36309000.0,28608000.0
Non Current Deferred Liabilities,41498000.0,40772000.0,36198000.0,32696000.0
Non Current Deferred Taxes Liabilities,41498000.0,40772000.0,36198000.0,32696000.0
Long Term Debt And Capital Lease Obligation,926859000.0,923728000.0,1270254000.0,1273946000.0
Long Term Capital Lease Obligation,109885000.0,104699000.0,90658000.0,88866000.0
Long Term Debt,816974000.0,819029000.0,1179596000.0,1185080000.0
Current Liabilities,157933000.0,179194000.0,179992000.0,173660000.0
Current Debt And Capital Lease Obligation,40591000.0,38776000.0,43718000.0,35317000.0
Current Capital Lease Obligation,25461000.0,24065000.0,21547000.0,19316000.0
Current Debt,15130000.0,14711000.0,22171000.0,16001000.0
Other Current Borrowings,15130000.0,14711000.0,22171000.0,16001000.0
Pensionand Other Post Retirement Benefit Plans Current,31548000.0,49356000.0,44578000.0,64852000.0
Payables And Accrued Expenses,85794000.0,91062000.0,91696000.0,73491000.0
Current Accrued Expenses,44241000.0,41872000.0,42684000.0,37482000.0
Payables,41553000.0,49190000.0,49012000.0,36009000.0
Other Payable,3850000.0,3912000.0,2881000.0,2084000.0
Total Tax Payable,535000.0,421000.0,10942000.0,4036000.0
Accounts Payable,37168000.0,44857000.0,35189000.0,29889000.0
Total Assets,1763353000.0,1764557000.0,1689860000.0,1670564000.0
Total Non Current Assets,1541465000.0,1537297000.0,1523943000.0,1498044000.0
Other Non Current Assets,46845000.0,43953000.0,41988000.0,24958000.0
Investments And Advances,420519000.0,423191000.0,424553000.0,415819000.0
Long Term Equity Investment,420519000.0,423191000.0,424553000.0,415819000.0
Goodwill And Other Intangible Assets,847799000.0,848889000.0,850420000.0,855342000.0
Other Intangible Assets,40245000.0,41335000.0,42866000.0,47788000.0
Goodwill,807554000.0,807554000.0,807554000.0,807554000.0
Net PPE,226302000.0,221264000.0,206982000.0,201925000.0
Accumulated Depreciation,,-279554000.0,,-113069000.0
Gross PPE,226302000.0,500818000.0,206982000.0,314994000.0
Leases,,93878000.0,,60745000.0
Construction In Progress,,14723000.0,,6891000.0
Other Properties,226302000.0,344710000.0,206982000.0,215533000.0
Machinery Furniture Equipment,,46609000.0,,30380000.0
Buildings And Improvements,,898000.0,,1445000.0
Properties,,0.0,,0.0
Current Assets,221888000.0,227260000.0,165917000.0,172520000.0
Assets Held For Sale Current,,,,0.0
Prepaid Assets,16534000.0,17582000.0,17078000.0,10391000.0
Receivables,154128000.0,150850000.0,148648000.0,135998000.0
Other Receivables,20045000.0,15515000.0,13138000.0,5644000.0
Taxes Receivable,,3500000.0,,
Accounts Receivable,134083000.0,131835000.0,135510000.0,130354000.0
Cash Cash Equivalents And Short Term Investments,51226000.0,58828000.0,191000.0,26131000.0
Cash And Cash Equivalents,51226000.0,58828000.0,191000.0,26131000.0
