,2025-12-31,2025-06-30
Ordinary Shares Number,2901565362.0,2378061531.0
Share Issued,2901565362.0,2378061531.0
Total Debt,8170633.0,8592744.0
Tangible Book Value,17866355.0,25022365.0
Invested Capital,24268586.0,31308510.0
Working Capital,13573542.0,22402269.0
Net Tangible Assets,17866355.0,25022365.0
Capital Lease Obligations,1768402.0,2306599.0
Common Stock Equity,17866355.0,25022365.0
Total Capitalization,17866355.0,25022365.0
Total Equity Gross Minority Interest,17866355.0,25022365.0
Stockholders Equity,17866355.0,25022365.0
Gains Losses Not Affecting Retained Earnings,1893379.0,1923397.0
Other Equity Adjustments,1893379.0,1923397.0
Retained Earnings,-84876067.0,-59711552.0
Additional Paid In Capital,100820027.0,82786739.0
Capital Stock,29016.0,23781.0
Common Stock,29016.0,23781.0
Total Liabilities Net Minority Interest,24802165.0,22332385.0
Total Non Current Liabilities Net Minority Interest,1264311.0,1817054.0
Other Non Current Liabilities,88898.0,172667.0
Long Term Debt And Capital Lease Obligation,1175413.0,1644387.0
Long Term Capital Lease Obligation,1175413.0,1644387.0
Current Liabilities,23537854.0,20515331.0
Other Current Liabilities,293122.0,83402.0
Current Deferred Liabilities,4074505.0,2901031.0
Current Deferred Revenue,4074505.0,2901031.0
Current Debt And Capital Lease Obligation,6995220.0,6948357.0
Current Capital Lease Obligation,592989.0,662212.0
Current Debt,6402231.0,6286145.0
Other Current Borrowings,2134077.0,6286145.0
Line Of Credit,4268154.0,
Payables And Accrued Expenses,12175007.0,10582541.0
Current Accrued Expenses,4743196.0,4085178.0
Interest Payable,825081.0,
Payables,7431811.0,6497363.0
Dueto Related Parties Current,164046.0,56241.0
Total Tax Payable,540679.0,
Accounts Payable,6727086.0,6441122.0
Total Assets,42668520.0,47354750.0
Total Non Current Assets,5557124.0,4437150.0
Other Non Current Assets,1711830.0,
Investments And Advances,106704.0,104769.0
Net PPE,3738590.0,4332381.0
Accumulated Depreciation,-1889083.0,
Gross PPE,5627673.0,4332381.0
Leases,782207.0,
Construction In Progress,0.0,
Other Properties,1766194.0,4332381.0
Machinery Furniture Equipment,3079272.0,
Properties,0.0,
Current Assets,37111396.0,42917600.0
Other Current Assets,4246959.0,5285473.0
Restricted Cash,2522898.0,
Inventory,9432929.0,9697504.0
Finished Goods,4318847.0,
Work In Process,1871933.0,
Raw Materials,3242149.0,
Receivables,9523229.0,11597074.0
Duefrom Related Parties Current,2517833.0,3067269.0
Accounts Receivable,7005396.0,8529805.0
Allowance For Doubtful Accounts Receivable,-1009780.0,
Gross Accounts Receivable,8015176.0,
Cash Cash Equivalents And Short Term Investments,11385381.0,16337549.0
Cash And Cash Equivalents,11385381.0,16337549.0
