,2025-12-31,2024-12-31
Ordinary Shares Number,16695000.0,11500000.0
Share Issued,16695000.0,11500000.0
Net Debt,,274758.0
Total Debt,635369.0,806907.0
Tangible Book Value,6086998.0,384662.0
Invested Capital,6471394.0,1052106.0
Working Capital,5936369.0,234473.0
Net Tangible Assets,6086998.0,384662.0
Capital Lease Obligations,250973.0,139463.0
Common Stock Equity,6086998.0,384662.0
Total Capitalization,6086998.0,384662.0
Total Equity Gross Minority Interest,6147433.0,416390.0
Minority Interest,60435.0,31728.0
Stockholders Equity,6086998.0,384662.0
Other Equity Interest,-19801.0,-19801.0
Gains Losses Not Affecting Retained Earnings,25561.0,11189.0
Other Equity Adjustments,25561.0,11189.0
Retained Earnings,120106.0,373451.0
Additional Paid In Capital,422991.0,
Capital Stock,5538141.0,19823.0
Common Stock,5538141.0,19823.0
Total Liabilities Net Minority Interest,1721312.0,1926438.0
Total Non Current Liabilities Net Minority Interest,128328.0,36977.0
Non Current Deferred Liabilities,295.0,
Non Current Deferred Taxes Liabilities,295.0,
Long Term Debt And Capital Lease Obligation,128033.0,36977.0
Long Term Capital Lease Obligation,128033.0,36977.0
Current Liabilities,1592984.0,1889461.0
Current Deferred Liabilities,37741.0,33367.0
Current Deferred Revenue,37741.0,33367.0
Current Debt And Capital Lease Obligation,507336.0,769930.0
Current Capital Lease Obligation,122940.0,102486.0
Current Debt,384396.0,667444.0
Other Current Borrowings,,180000.0
Line Of Credit,384396.0,487444.0
Payables And Accrued Expenses,1047907.0,1086164.0
Payables,1047907.0,1086164.0
Other Payable,105540.0,12379.0
Total Tax Payable,308371.0,207760.0
Income Tax Payable,308371.0,207760.0
Accounts Payable,633996.0,866025.0
Total Assets,7868745.0,2342828.0
Total Non Current Assets,339392.0,218894.0
Other Non Current Assets,56081.0,56172.0
Non Current Deferred Assets,0.0,529.0
Non Current Deferred Taxes Assets,0.0,529.0
Net PPE,283311.0,162193.0
Accumulated Depreciation,-183990.0,-263627.0
Gross PPE,467301.0,425820.0
Leases,43090.0,43159.0
Machinery Furniture Equipment,273263.0,241457.0
Buildings And Improvements,150948.0,141204.0
Properties,0.0,0.0
Current Assets,7529353.0,2123934.0
Current Deferred Assets,0.0,119969.0
Prepaid Assets,25316.0,150158.0
Receivables,1788180.0,1461121.0
Other Receivables,560347.0,381374.0
Duefrom Related Parties Current,,0.0
Accounts Receivable,1227833.0,1079747.0
Cash Cash Equivalents And Short Term Investments,5715857.0,392686.0
Cash And Cash Equivalents,5715857.0,392686.0
