,2026-03-31,2025-09-30,2025-06-30
Ordinary Shares Number,34375000.0,34375000.0,30000000.0
Share Issued,34375000.0,34375000.0,30000000.0
Net Debt,,,24920.0
Total Debt,,,24920.0
Tangible Book Value,269996335.0,265214639.0,6194.0
Invested Capital,269996335.0,265214639.0,31114.0
Working Capital,983669.0,1271886.0,
Net Tangible Assets,269996335.0,265214639.0,6194.0
Common Stock Equity,269996335.0,265214639.0,6194.0
Total Capitalization,269996335.0,265214639.0,6194.0
Total Equity Gross Minority Interest,269996335.0,265214639.0,6194.0
Stockholders Equity,269996335.0,265214639.0,6194.0
Retained Earnings,-10685893.0,-10362660.0,-18806.0
Additional Paid In Capital,0.0,0.0,24425.0
Capital Stock,280682228.0,275577299.0,575.0
Common Stock,280682228.0,275577299.0,575.0
Preferred Stock,0.0,0.0,0.0
Total Liabilities Net Minority Interest,11858744.0,11785000.0,37478.0
Total Non Current Liabilities Net Minority Interest,11700000.0,11700000.0,0.0
Tradeand Other Payables Non Current,11700000.0,11700000.0,
Current Liabilities,158744.0,85000.0,37478.0
Current Debt And Capital Lease Obligation,,,24920.0
Current Debt,,,24920.0
Other Current Borrowings,,,24920.0
Payables And Accrued Expenses,158744.0,85000.0,12558.0
Current Accrued Expenses,158744.0,85000.0,12558.0
Total Assets,281855079.0,276999639.0,43672.0
Total Non Current Assets,280712666.0,275642753.0,43672.0
Other Non Current Assets,280681541.0,275576612.0,
Non Current Prepaid Assets,31125.0,66141.0,
Non Current Deferred Assets,,,43672.0
Current Assets,1142413.0,1356886.0,
Prepaid Assets,139502.0,90514.0,
Cash Cash Equivalents And Short Term Investments,1002911.0,1266372.0,
Cash And Cash Equivalents,1002911.0,1266372.0,
Cash Financial,1002911.0,1266372.0,
